museum.type,museum.value,coord.datatype,coord.type,coord.value,museumLabel.xml:lang,museumLabel.type,museumLabel.value,locationLabel.xml:lang,locationLabel.type,locationLabel.value
uri,http://www.wikidata.org/entity/Q12079153,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.035258431 49.841328277),en,literal,Lviv Arsenal Museum,en,literal,Lviv
uri,http://www.wikidata.org/entity/Q12096205,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(33.909546248 51.684753944),en,literal,Hlukhiv City Museum of Local Lore,en,literal,Shostka Raion
uri,http://www.wikidata.org/entity/Q12093370,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(28.476159 49.232666),en,literal,Local museum in Vinnytsya,en,literal,Vinnytsia
uri,http://www.wikidata.org/entity/Q12100484,,,,uk,literal,Державний фонд дорогоцінних металів і дорогоцінного каміння України,,,
uri,http://www.wikidata.org/entity/Q12075090,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(25.319119976 50.73826394),en,literal,"Istoryko-kulʹturnyĭ zapovidnyk ""Staryĭ Lut︠s︡ʹk""",en,literal,Lutsk
uri,http://www.wikidata.org/entity/Q12100108,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(25.341793399 49.462212751),uk,literal,Денисівський краєзнавчий музей,en,literal,Ternopil Oblast
uri,http://www.wikidata.org/entity/Q12073702,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.71056 48.92278),uk,literal,Івано-Франківський краєзнавчий музей,en,literal,Ivano-Frankivsk
uri,http://www.wikidata.org/entity/Q12088807,,,,uk,literal,Вертіївський історико-меморіальний музей М. П. Кирпоноса,en,literal,Nizhyn Raion
uri,http://www.wikidata.org/entity/Q12096205,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(33.909546248 51.684753944),en,literal,Hlukhiv City Museum of Local Lore,en,literal,Hlukhiv
uri,http://www.wikidata.org/entity/Q12093131,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(33.596749 44.497362),uk,literal,Військово-морський музейний комплекс «Балаклава»,en,literal,Sevastopol
uri,http://www.wikidata.org/entity/Q12084100,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(30.95777778 50.34722222),en,literal,Boryspil state history museum,en,literal,Boryspil
uri,http://www.wikidata.org/entity/Q12082053,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.938670655 49.44531673),en,literal,Berezhany Book Museum,en,literal,Ternopil Raion
uri,http://www.wikidata.org/entity/Q12073711,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.706669 48.920907),uk,literal,Івано-Франківський історико-меморіальний музей Олекси Довбуша,en,literal,Ivano-Frankivsk
uri,http://www.wikidata.org/entity/Q12090921,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(30.556323228 50.435226624),uk,literal,Всеукраїнське музейне містечко,en,literal,Kyiv
uri,http://www.wikidata.org/entity/Q12078880,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(32.055757087 49.446571358),en,literal,Kreshchatyk Pharmacy Museum,en,literal,Cherkasy
uri,http://www.wikidata.org/entity/Q12096205,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(33.909546248 51.684753944),en,literal,Hlukhiv City Museum of Local Lore,en,literal,Sumy Oblast
uri,http://www.wikidata.org/entity/Q12100446,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.030929477 49.822563295),uk,literal,Державний меморіальний музей Михайла Грушевського,en,literal,Lviv Raion
uri,http://www.wikidata.org/entity/Q12084100,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(30.95777778 50.34722222),en,literal,Boryspil state history museum,en,literal,Kyiv Oblast
uri,http://www.wikidata.org/entity/Q12100108,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(25.341793399 49.462212751),uk,literal,Денисівський краєзнавчий музей,en,literal,Denysiv
uri,http://www.wikidata.org/entity/Q12090323,,,,uk,literal,Волинське єпархіальне давньосховище,en,literal,Zhytomyr
uri,http://www.wikidata.org/entity/Q12088807,,,,uk,literal,Вертіївський історико-меморіальний музей М. П. Кирпоноса,en,literal,Vertiivka
uri,http://www.wikidata.org/entity/Q12081227,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(32.877962087 51.336495435),uk,literal,Батуринський історико-краєзнавчий музей,en,literal,Nizhyn Raion
uri,http://www.wikidata.org/entity/Q12088807,,,,uk,literal,Вертіївський історико-меморіальний музей М. П. Кирпоноса,en,literal,Chernihiv Oblast
uri,http://www.wikidata.org/entity/Q12082107,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(31.46239 50.3116),uk,literal,Березанський краєзнавчий музей,en,literal,Berezan
uri,http://www.wikidata.org/entity/Q12082053,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.938670655 49.44531673),en,literal,Berezhany Book Museum,en,literal,Ternopil Oblast
uri,http://www.wikidata.org/entity/Q12088477,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(33.943717225 50.028044687),en,literal,Mykola Gogol Literary and Memorial Museum in Velykosorochyn,en,literal,Velyki Sorochyntsi
uri,http://www.wikidata.org/entity/Q12093374,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(28.475833333 49.232777777),en,literal,Vinnytsia Art Museum,en,literal,Vinnytsia Raion
uri,http://www.wikidata.org/entity/Q12094037,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.031351 49.842448),en,literal,The Gallery of Ukrainian Military Uniforms,en,literal,Lviv Raion
uri,http://www.wikidata.org/entity/Q12082053,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.938670655 49.44531673),en,literal,Berezhany Book Museum,en,literal,Berezhany
uri,http://www.wikidata.org/entity/Q12073100,,,,uk,literal,Євпаторійський морський музей,en,literal,Yevpatoriia
uri,http://www.wikidata.org/entity/Q12086745,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(38.732958236 49.529658758),uk,literal,Білокуракинський районний краєзнавчий музей,en,literal,Svatove Raion
uri,http://www.wikidata.org/entity/Q12075084,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.982972222 48.943361111),uk,literal,Історико-краєзнавчий музей села Олешів,en,literal,Ivano-Frankivsk Oblast
uri,http://www.wikidata.org/entity/Q12081227,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(32.877962087 51.336495435),uk,literal,Батуринський історико-краєзнавчий музей,en,literal,Baturyn
uri,http://www.wikidata.org/entity/Q12081227,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(32.877962087 51.336495435),uk,literal,Батуринський історико-краєзнавчий музей,en,literal,Chernihiv Oblast
uri,http://www.wikidata.org/entity/Q12093374,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(28.475833333 49.232777777),en,literal,Vinnytsia Art Museum,en,literal,Vinnytsia
uri,http://www.wikidata.org/entity/Q12075082,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.82812 48.3303),uk,literal,Історико-краєзнавчий музей (Космач),en,literal,Ivano-Frankivsk Oblast
uri,http://www.wikidata.org/entity/Q12084077,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(23.411950341 49.280970463),en,literal,Boryslav History and Local History Museum,en,literal,Boryslav
uri,http://www.wikidata.org/entity/Q12101854,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(23.964951911 48.972053082),en,literal,Museum of Boyko culture,en,literal,Kalush Raion
uri,http://www.wikidata.org/entity/Q12093374,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(28.475833333 49.232777777),en,literal,Vinnytsia Art Museum,en,literal,Vinnytsia Oblast
uri,http://www.wikidata.org/entity/Q12075084,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.982972222 48.943361111),uk,literal,Історико-краєзнавчий музей села Олешів,en,literal,Oleshiv
uri,http://www.wikidata.org/entity/Q12088372,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(37.804166666 48.008888888),uk,literal,Великоанадольський музей лісу,en,literal,Donetsk Oblast
uri,http://www.wikidata.org/entity/Q12082058,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.938599205 49.445279946),en,literal,City Museum in Berezhany,en,literal,Berezhany
uri,http://www.wikidata.org/entity/Q12075082,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.82812 48.3303),uk,literal,Історико-краєзнавчий музей (Космач),en,literal,Kosmach
uri,http://www.wikidata.org/entity/Q12086745,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(38.732958236 49.529658758),uk,literal,Білокуракинський районний краєзнавчий музей,en,literal,Luhansk Oblast
uri,http://www.wikidata.org/entity/Q12076595,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(34.80136 50.91041),uk,literal,Агенція промоції «Суми»,en,literal,Sumy
uri,http://www.wikidata.org/entity/Q12094809,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.695403302 48.929547908),uk,literal,Геологічний музей (Івано-Франківськ),en,literal,Ivano-Frankivsk
uri,http://www.wikidata.org/entity/Q12075110,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(37.567168 49.027619),en,literal,Sviatohirsk Lavra History museum,en,literal,Sviatohirsk
uri,http://www.wikidata.org/entity/Q12087941,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(30.317697595 50.177086649),uk,literal,Васильківський історико-краєзнавчий музей,en,literal,Vasylkiv
uri,http://www.wikidata.org/entity/Q12086745,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(38.732958236 49.529658758),uk,literal,Білокуракинський районний краєзнавчий музей,en,literal,Bilokurakyne
uri,http://www.wikidata.org/entity/Q12075429,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(32.386076291 50.862545611),uk,literal,Ічнянський історико-краєзнавчий музей,en,literal,Pryluky Raion
uri,http://www.wikidata.org/entity/Q12094809,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.695403302 48.929547908),uk,literal,Геологічний музей (Івано-Франківськ),en,literal,Ivano-Frankivsk Oblast
uri,http://www.wikidata.org/entity/Q12101854,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(23.964951911 48.972053082),en,literal,Museum of Boyko culture,en,literal,Dolyna
uri,http://www.wikidata.org/entity/Q12101854,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(23.964951911 48.972053082),en,literal,Museum of Boyko culture,en,literal,Ivano-Frankivsk Oblast
uri,http://www.wikidata.org/entity/Q12101972,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(37.848789359 48.001395301),en,literal,Donbass nepokorennyi,en,literal,Donetsk
uri,http://www.wikidata.org/entity/Q12088931,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(25.047345 48.525875),uk,literal,Весела оселя,en,literal,Kolomyia
uri,http://www.wikidata.org/entity/Q12075084,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.982972222 48.943361111),uk,literal,Історико-краєзнавчий музей села Олешів,en,literal,Ivano-Frankivsk Raion
uri,http://www.wikidata.org/entity/Q12075429,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(32.386076291 50.862545611),uk,literal,Ічнянський історико-краєзнавчий музей,en,literal,Ichnia
uri,http://www.wikidata.org/entity/Q12075092,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.364871852 48.94952774),en,literal,Stepan Bandera museum in Staryi Uhryniv,en,literal,Kalush Raion
uri,http://www.wikidata.org/entity/Q12075082,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.82812 48.3303),uk,literal,Історико-краєзнавчий музей (Космач),en,literal,Kosiv Raion
uri,http://www.wikidata.org/entity/Q12082144,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(31.78663846 51.576502916),uk,literal,Березнянський історико-краєзнавчий музей імені Г. Г. Верьовки,en,literal,Koriukivka Raion
uri,http://www.wikidata.org/entity/Q12075081,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(23.385833333 49.939722222),uk,literal,Історико-етнографічний музей «Яворівщина»,en,literal,Yavoriv
uri,http://www.wikidata.org/entity/Q12086054,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(25.394917 49.062417),en,literal,History Museum of Buchach Raion,en,literal,Buchach
uri,http://www.wikidata.org/entity/Q12075429,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(32.386076291 50.862545611),uk,literal,Ічнянський історико-краєзнавчий музей,en,literal,Chernihiv Oblast
uri,http://www.wikidata.org/entity/Q12093136,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(33.52583333 44.62777778),en,literal,Museum Mikhailovskaya battery,en,literal,Sevastopol
uri,http://www.wikidata.org/entity/Q12098598,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(26.188723527 49.074220911),uk,literal,Гусятинський районний краєзнавчий музей,en,literal,Chortkiv Raion
uri,http://www.wikidata.org/entity/Q12075110,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(37.567168 49.027619),en,literal,Sviatohirsk Lavra History museum,en,literal,Donetsk Oblast
uri,http://www.wikidata.org/entity/Q12088372,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(37.804166666 48.008888888),uk,literal,Великоанадольський музей лісу,en,literal,Donetsk Raion
uri,http://www.wikidata.org/entity/Q12099623,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(34.28180556 44.54188889),en,literal,Cottage of Chekhov in Gurzuf,en,literal,Hurzuf
uri,http://www.wikidata.org/entity/Q12086828,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(30.109774053 49.791923571),uk,literal,Білоцерківський краєзнавчий музей,en,literal,Bila Tserkva
uri,http://www.wikidata.org/entity/Q12101972,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(37.848789359 48.001395301),en,literal,Donbass nepokorennyi,en,literal,Donetsk Oblast
uri,http://www.wikidata.org/entity/Q12075092,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.364871852 48.94952774),en,literal,Stepan Bandera museum in Staryi Uhryniv,en,literal,Ivano-Frankivsk Oblast
uri,http://www.wikidata.org/entity/Q12100446,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.030929477 49.822563295),uk,literal,Державний меморіальний музей Михайла Грушевського,en,literal,Lviv
uri,http://www.wikidata.org/entity/Q12098598,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(26.188723527 49.074220911),uk,literal,Гусятинський районний краєзнавчий музей,en,literal,Husiatyn
uri,http://www.wikidata.org/entity/Q12075092,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.364871852 48.94952774),en,literal,Stepan Bandera museum in Staryi Uhryniv,en,literal,Staryi Uhryniv
uri,http://www.wikidata.org/entity/Q12082144,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(31.78663846 51.576502916),uk,literal,Березнянський історико-краєзнавчий музей імені Г. Г. Верьовки,en,literal,Chernihiv Oblast
uri,http://www.wikidata.org/entity/Q12094809,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.695403302 48.929547908),uk,literal,Геологічний музей (Івано-Франківськ),en,literal,Ivano-Frankivsk Raion
uri,http://www.wikidata.org/entity/Q12075110,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(37.567168 49.027619),en,literal,Sviatohirsk Lavra History museum,en,literal,Kramatorsk Raion
uri,http://www.wikidata.org/entity/Q12075093,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(32.331455758 51.249220959),en,literal,Historical-Memorial Complex Hannyna Pustyn,en,literal,Chernihiv Oblast
uri,http://www.wikidata.org/entity/Q12098598,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(26.188723527 49.074220911),uk,literal,Гусятинський районний краєзнавчий музей,en,literal,Ternopil Oblast
uri,http://www.wikidata.org/entity/Q12082144,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(31.78663846 51.576502916),uk,literal,Березнянський історико-краєзнавчий музей імені Г. Г. Верьовки,en,literal,Berezna
uri,http://www.wikidata.org/entity/Q12084493,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(30.295471832 50.313950571),uk,literal,Боярський державний краєзнавчий музей,en,literal,Fastiv Raion
uri,http://www.wikidata.org/entity/Q12110263,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(30.77483333 50.1255),en,literal,Kyiv Regional Archaeological Museum,en,literal,Kyiv Oblast
uri,http://www.wikidata.org/entity/Q12104177,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(25.17549 49.02639),en,literal,Museum of Volodymyr Hnatiuk in Velesniv,en,literal,Velesniv
uri,http://www.wikidata.org/entity/Q12107051,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(39.31672222 48.56492222),uk,literal,Зоологічний музей Луганського університету,en,literal,Luhansk Raion
uri,http://www.wikidata.org/entity/Q12114391,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(32.129780097 49.871446482),uk,literal,Краєзнавчий музей села Великий Хутір,en,literal,Velykyi Khutir
uri,http://www.wikidata.org/entity/Q12111073,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.71127773 51.214950193),en,literal,Kovel Museum of Local Lore,en,literal,Kovel
uri,http://www.wikidata.org/entity/Q12102464,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(23.5 49.35),en,literal,Museum Drohobychchyna,en,literal,Drohobych
uri,http://www.wikidata.org/entity/Q12116602,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(32.268141818 48.509030012),uk,literal,Кіровоградський державний музей музичної культури імені Кароля Шимановського,en,literal,Kropyvnytskyi
uri,http://www.wikidata.org/entity/Q12113596,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(26.45353864 50.880138718),uk,literal,Костопільський районний краєзнавчий музей,en,literal,Kostopil
uri,http://www.wikidata.org/entity/Q12108341,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(31.459441047 49.751857247),uk,literal,Канівський музей народного декоративного мистецтва,en,literal,Cherkasy Oblast
uri,http://www.wikidata.org/entity/Q12119960,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(30.5203468 50.4510795),en,literal,8a Tarasa Shevchenka Lane,en,literal,Kyiv
uri,http://www.wikidata.org/entity/Q12106278,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(25.785355164 49.663401768),uk,literal,Збаразький районний краєзнавчий музей,en,literal,Zbarazh
uri,http://www.wikidata.org/entity/Q12106278,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(25.785355164 49.663401768),uk,literal,Збаразький районний краєзнавчий музей,en,literal,Ternopil Raion
uri,http://www.wikidata.org/entity/Q12116602,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(32.268141818 48.509030012),uk,literal,Кіровоградський державний музей музичної культури імені Кароля Шимановського,en,literal,Kirovohrad Oblast
uri,http://www.wikidata.org/entity/Q12107053,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(30.514219373 50.445586035),uk,literal,Зоологічний музей імені М. М. Щербака,en,literal,Kyiv
uri,http://www.wikidata.org/entity/Q12106278,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(25.785355164 49.663401768),uk,literal,Збаразький районний краєзнавчий музей,en,literal,Ternopil Oblast
uri,http://www.wikidata.org/entity/Q12107579,,,,uk,literal,Кагарлицький районний державний історико-краєзнавчий музей,en,literal,Obukhiv Raion
uri,http://www.wikidata.org/entity/Q12114449,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(25.72200788 50.095093705),en,literal,Juliusz Słowacki Museum in Kremenets,en,literal,Kremenets Raion
uri,http://www.wikidata.org/entity/Q12114449,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(25.72200788 50.095093705),en,literal,Juliusz Słowacki Museum in Kremenets,en,literal,Kremenets
uri,http://www.wikidata.org/entity/Q12107579,,,,uk,literal,Кагарлицький районний державний історико-краєзнавчий музей,en,literal,Kaharlyk
uri,http://www.wikidata.org/entity/Q12108341,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(31.459441047 49.751857247),uk,literal,Канівський музей народного декоративного мистецтва,en,literal,Kaniv
uri,http://www.wikidata.org/entity/Q12104176,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(35.753892612 50.248782688),uk,literal,Етнографічний музей «Українська Слобода»,en,literal,Bohodukhiv Raion
uri,http://www.wikidata.org/entity/Q12110249,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(30.515528307 50.443916685),uk,literal,Київський літературно-меморіальний музей-квартира Миколи Бажана,en,literal,Kyiv
uri,http://www.wikidata.org/entity/Q12106828,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(32.659749197 48.71876159),uk,literal,Знам'янський міський краєзнавчий музей,en,literal,Kirovohrad Oblast
uri,http://www.wikidata.org/entity/Q12107579,,,,uk,literal,Кагарлицький районний державний історико-краєзнавчий музей,en,literal,Kyiv Oblast
uri,http://www.wikidata.org/entity/Q12114449,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(25.72200788 50.095093705),en,literal,Juliusz Słowacki Museum in Kremenets,en,literal,Ternopil Oblast
uri,http://www.wikidata.org/entity/Q12118602,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(39.307494 48.575322),en,literal,Luhansk Local Museum,en,literal,Starobilsk
uri,http://www.wikidata.org/entity/Q12113295,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(31.264609 49.415203),uk,literal,Корсунь-Шевченківська художня галерея,en,literal,Korsun-Shevchenkivskyi
uri,http://www.wikidata.org/entity/Q12114146,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(37.581111111 48.735833333),en,literal,Kramatorsk Art Museum,en,literal,Kramatorsk
uri,http://www.wikidata.org/entity/Q12116604,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(32.268905113 48.509885032),en,literal,Kirovohrad Museum of Local Studies and History,en,literal,Kropyvnytskyi
uri,http://www.wikidata.org/entity/Q12119955,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(25.076644936 48.566507968),uk,literal,Літературний музей імені Мирослава Ірчана,en,literal,Piadyky
uri,http://www.wikidata.org/entity/Q12104176,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(35.753892612 50.248782688),uk,literal,Етнографічний музей «Українська Слобода»,en,literal,Kharkiv Oblast
uri,http://www.wikidata.org/entity/Q12113193,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(32.95371902 51.569472792),uk,literal,Коропський регіональний історико-археологічний музей,en,literal,Korop
uri,http://www.wikidata.org/entity/Q12113296,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(31.265457461 49.415868564),en,literal,Korsunʹ-Shevchenkivsʹkyĭ derz︠h︡avnyĭ istoryko-kulʹturnyĭ zapovidnyk,en,literal,Cherkasy Raion
uri,http://www.wikidata.org/entity/Q12118604,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(39.305772 48.578364),en,literal,Lugansk Regional Museum of Art,en,literal,Luhansk
uri,http://www.wikidata.org/entity/Q12113193,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(32.95371902 51.569472792),uk,literal,Коропський регіональний історико-археологічний музей,en,literal,Novhorod-Siverskyi Raion
uri,http://www.wikidata.org/entity/Q12104645,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(28.670835 50.25932),en,literal,Zhytomyrsʹkyy Oblasnyy Literaturnyy Muzey,en,literal,Zhytomyr
uri,http://www.wikidata.org/entity/Q12118604,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(39.305772 48.578364),en,literal,Lugansk Regional Museum of Art,en,literal,Luhansk Oblast
uri,http://www.wikidata.org/entity/Q12111338,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(32.57888889 49.38694444),en,literal,Kozatski zemli Ukraiiny,en,literal,Cherkasy Oblast
uri,http://www.wikidata.org/entity/Q12111795,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(23.707233855 48.423305966),en,literal,Kolochava narrow gauge railway,en,literal,Zakarpattia Oblast
uri,http://www.wikidata.org/entity/Q12113299,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(31.265062064 49.415536672),uk,literal,Корсунь-Шевченківський історичний музей,en,literal,Cherkasy Raion
uri,http://www.wikidata.org/entity/Q12104176,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(35.753892612 50.248782688),uk,literal,Етнографічний музей «Українська Слобода»,en,literal,Pisarivka
uri,http://www.wikidata.org/entity/Q12112819,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(27.166180814 50.618841219),uk,literal,Корецький районний історичний музей,en,literal,Rivne Raion
uri,http://www.wikidata.org/entity/Q12118967,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(26.52211111 50.3295),en,literal,"Lutsk Gate Tower, Ostroh",en,literal,Ostroh
uri,http://www.wikidata.org/entity/Q12111795,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(23.707233855 48.423305966),en,literal,Kolochava narrow gauge railway,en,literal,Khust Raion
uri,http://www.wikidata.org/entity/Q12119349,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.276830788 50.478265377),uk,literal,Людина. Земля. Всесвіт (музей),en,literal,Sokal
uri,http://www.wikidata.org/entity/Q12114708,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(33.34708333 47.90227778),en,literal,Kryvorìz‘kyj ìstoryko-kraeznavčyj muzej,en,literal,Kryvyi Rih
uri,http://www.wikidata.org/entity/Q12113200,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(28.647675158 50.950849031),uk,literal,Коростенський краєзнавчий музей,en,literal,Korosten
uri,http://www.wikidata.org/entity/Q12113296,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(31.265457461 49.415868564),en,literal,Korsunʹ-Shevchenkivsʹkyĭ derz︠h︡avnyĭ istoryko-kulʹturnyĭ zapovidnyk,en,literal,Cherkasy Oblast
uri,http://www.wikidata.org/entity/Q12116607,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(32.251817295 48.505657679),en,literal,Ivan Karpenko-Karyi Memorial Museum,en,literal,Kropyvnytskyi
uri,http://www.wikidata.org/entity/Q12101977,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(37.804166666 48.008888888),uk,literal,Донбаський історико-літературний музей Василя Стуса,en,literal,Donetsk
uri,http://www.wikidata.org/entity/Q12113193,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(32.95371902 51.569472792),uk,literal,Коропський регіональний історико-археологічний музей,en,literal,Chernihiv Oblast
uri,http://www.wikidata.org/entity/Q12106071,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.83245 50.78895),en,literal,Zaturtsi Vyaceslav Lypynsky Memorial Museum,en,literal,Lokachi Raion
uri,http://www.wikidata.org/entity/Q12102252,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(32.152590053 49.960742005),en,literal,Drabiv local museum,en,literal,Drabiv
uri,http://www.wikidata.org/entity/Q12113296,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(31.265457461 49.415868564),en,literal,Korsunʹ-Shevchenkivsʹkyĭ derz︠h︡avnyĭ istoryko-kulʹturnyĭ zapovidnyk,en,literal,Korsun-Shevchenkivskyi
uri,http://www.wikidata.org/entity/Q12114453,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(25.728132282 50.102532702),en,literal,History museum of Kremenets,en,literal,Kremenets
uri,http://www.wikidata.org/entity/Q12107051,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(39.31672222 48.56492222),uk,literal,Зоологічний музей Луганського університету,en,literal,Luhansk
