item.type,item.value,image.type,image.value,itemLabel.xml:lang,itemLabel.type,itemLabel.value,typeLabel.xml:lang,typeLabel.type,typeLabel.value,locationLabel.xml:lang,locationLabel.type,locationLabel.value,creatorLabel.xml:lang,creatorLabel.type,creatorLabel.value,collectionLabel.xml:lang,collectionLabel.type,collectionLabel.value,museumLabel.xml:lang,museumLabel.type,museumLabel.value,name_norm,creator_norm
uri,http://www.wikidata.org/entity/Q12095239,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Drohobych%20Raion%20Herb.png,uk,literal,Герб Дрогобицького району,en,literal,coat of arms,,,,,,,,,,,,,герб дрогобицького району,
uri,http://www.wikidata.org/entity/Q12095254,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%93%D0%B5%D1%80%D0%B1%20%D0%96%D0%BC%D0%B5%D1%80%D0%B8%D0%BD%D1%81%D1%8C%D0%BA%D0%BE%D0%B3%D0%BE%20%D1%80%D0%B0%D0%B9%D0%BE%D0%BD%D1%83.png,uk,literal,Герб Жмеринського району,en,literal,coat of arms,,,,,,,,,,,,,герб жмеринського району,
uri,http://www.wikidata.org/entity/Q12095242,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Dubenskiy%20Raion%20in%20Rivne%20Oblast.svg,uk,literal,Герб Дубенського району,en,literal,coat of arms,,,,,,,,,,,,,герб дубенського району,
uri,http://www.wikidata.org/entity/Q12095176,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Nikolske.png,en,literal,Coat of arms of Nikolske,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of nikolske,
uri,http://www.wikidata.org/entity/Q12095144,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Valki%20coat%20of%20arms.png,uk,literal,Герб Валківського району,en,literal,coat of arms,,,,,,,,,,,,,герб валківського району,
uri,http://www.wikidata.org/entity/Q12095172,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%93%D0%B5%D1%80%D0%B1%20%D0%92%D0%BE%D0%BB%D1%87%D0%B0%D0%BD%D1%81%D0%BA%D0%B0.png,uk,literal,Герб Вовчанська,en,literal,coat of arms,,,,,,,,,,,,,герб вовчанська,
uri,http://www.wikidata.org/entity/Q12095141,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Bilotserkivskyi%20Raion.png,en,literal,coat of arms of Bila Tserkva Raion,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of bila tserkva raion,
uri,http://www.wikidata.org/entity/Q12095150,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Velyki%20Birky.svg,en,literal,coat of arms of Velyki Birky,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of velyki birky,
uri,http://www.wikidata.org/entity/Q12095162,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Vygnytsa%20city%20gerb.png,en,literal,coat of arms of Vyzhnytsia,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of vyzhnytsia,
uri,http://www.wikidata.org/entity/Q12095174,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20Of%20Arms%20of%20Khoroshiv%20Rayon.jpg,en,literal,coat of arms of Khoroshiv Raion,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of khoroshiv raion,
uri,http://www.wikidata.org/entity/Q12095175,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Voloveckiy%20rayin%20gerb.png,en,literal,coat of arms of Volovets Raion,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of volovets raion,
uri,http://www.wikidata.org/entity/Q12095178,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20Volodymyr.svg,en,literal,coat of arms of Volodymyr-Volynskyi,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of volodymyrvolynskyi,
uri,http://www.wikidata.org/entity/Q12095189,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Vinnytsia.svg,en,literal,coat of arms of Vinnytsia,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of vinnytsia,
uri,http://www.wikidata.org/entity/Q12095199,uri,http://commons.wikimedia.org/wiki/Special:FilePath/UKR%20%D0%93%D0%B5%D1%80%D1%86%D0%B0%20CoA.svg,en,literal,Coat of arms of the city of Hertsa,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of the city of hertsa,
uri,http://www.wikidata.org/entity/Q12095201,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Glukhov%20COA%20%28Chernigov%20Governorate%29%20%281782%29.png,en,literal,coat of arms of Hlukhiv,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of hlukhiv,
uri,http://www.wikidata.org/entity/Q12095206,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Hola%20Prystan.svg,en,literal,Coats of arms of Hola Prystan,en,literal,coat of arms,,,,,,,,,,,,,coats of arms of hola prystan,
uri,http://www.wikidata.org/entity/Q12095218,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Husiatyn%20coat%20of%20arms.gif,en,literal,Coats of arms of Husiatyn,en,literal,coat of arms,,,,,,,,,,,,,coats of arms of husiatyn,
uri,http://www.wikidata.org/entity/Q12095256,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Vitovka%20raion.png,en,literal,coat of arms of Vitovka raion,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of vitovka raion,
uri,http://www.wikidata.org/entity/Q12095147,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Vasilkov%20COA%20%28Kiev%20Governorate%29%20%281852%29.png,uk,literal,Герб Василькова,en,literal,coat of arms,,,,,,,,,,,,,герб василькова,
uri,http://www.wikidata.org/entity/Q12095134,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Bilovodskiy%20rayon%20gerb.png,uk,literal,Герб Біловодського району,en,literal,coat of arms,,,,,,,,,,,,,герб біловодського району,
uri,http://www.wikidata.org/entity/Q12095139,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Bilokurakynskii%20rayon%20coa.png,uk,literal,Герб Білокуракинського району,en,literal,coat of arms,,,,,,,,,,,,,герб білокуракинського району,
uri,http://www.wikidata.org/entity/Q12095136,uri,http://commons.wikimedia.org/wiki/Special:FilePath/COA%20Bilohorodka%2C%20Kyivska%2C%20Ukraine%20UHT.svg,uk,literal,Герб Білогородки,en,literal,coat of arms,,,,,,,,,,,,,герб білогородки,
uri,http://www.wikidata.org/entity/Q12095137,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Bilozerka%20s.png,uk,literal,Герб Білозерки,en,literal,coat of arms,,,,,,,,,,,,,герб білозерки,
uri,http://www.wikidata.org/entity/Q12095140,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Bilopillya%20gerb.png,uk,literal,Герб Білопілля,en,literal,coat of arms,,,,,,,,,,,,,герб білопілля,
uri,http://www.wikidata.org/entity/Q12095143,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Valki%20COA%20%28Kharkov%20Governorate%29%20%281781%29.png,uk,literal,Герб Валків,en,literal,coat of arms,,,,,,,,,,,,,герб валків,
uri,http://www.wikidata.org/entity/Q12095145,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Varva.jpg,uk,literal,Герб Варви,en,literal,coat of arms,,,,,,,,,,,,,герб варви,
uri,http://www.wikidata.org/entity/Q12095151,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Velyki%20Luchky%20CoA.jpg,uk,literal,Герб Великих Лучок,en,literal,coat of arms,,,,,,,,,,,,,герб великих лучок,
uri,http://www.wikidata.org/entity/Q12095149,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Vel%20bu%20s.png,uk,literal,Герб Великих Будищ,en,literal,coat of arms,,,,,,,,,,,,,герб великих будищ,
uri,http://www.wikidata.org/entity/Q12095154,uri,http://commons.wikimedia.org/wiki/Special:FilePath/V%20burluk%20s.gif,uk,literal,Герб Великого Бурлука,en,literal,coat of arms,,,,,,,,,,,,,герб великого бурлука,
uri,http://www.wikidata.org/entity/Q12095155,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Velbilozyrskiy%20rayon%20gerb.png,uk,literal,Герб Великобілозерського району,en,literal,coat of arms,,,,,,,,,,,,,герб великобілозерського району,
uri,http://www.wikidata.org/entity/Q12095152,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Vel%20soroch2%20s.png,uk,literal,Герб Великих Сорочинців,en,literal,coat of arms,,,,,,,,,,,,,герб великих сорочинців,
uri,http://www.wikidata.org/entity/Q12095153,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Velykobahachanskiy%20Raion%20in%20Poltava%20Oblast.png,uk,literal,Герб Великобагачанського району,en,literal,coat of arms,,,,,,,,,,,,,герб великобагачанського району,
uri,http://www.wikidata.org/entity/Q12095159,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Veselinov%20rayon%20gerb.gif,uk,literal,Герб Веселинівського району,en,literal,coat of arms,,,,,,,,,,,,,герб веселинівського району,
uri,http://www.wikidata.org/entity/Q12095156,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Velhutor.png,uk,literal,Герб Великого Хутора,en,literal,coat of arms,,,,,,,,,,,,,герб великого хутора,
uri,http://www.wikidata.org/entity/Q12095160,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coats%20of%20arms%20of%20Vesele.png,uk,literal,Герб Веселого,en,literal,coat of arms,,,,,,,,,,,,,герб веселого,
uri,http://www.wikidata.org/entity/Q12095161,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Vybli%20s.png,uk,literal,Герб Виблів,en,literal,coat of arms,,,,,,,,,,,,,герб виблів,
uri,http://www.wikidata.org/entity/Q12095166,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Gerb%20vynogradar.png,uk,literal,Герб Виноградаря,en,literal,coat of arms,,,,,,,,,,,,,герб виноградаря,
uri,http://www.wikidata.org/entity/Q12095164,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Vynnyky%2C%20Lviv%20Oblast.svg,uk,literal,Герб Винників,en,literal,coat of arms,,,,,,,,,,,,,герб винників,
uri,http://www.wikidata.org/entity/Q12095165,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Vynohradiv.jpg,uk,literal,Герб Виноградова,en,literal,coat of arms,,,,,,,,,,,,,герб виноградова,
uri,http://www.wikidata.org/entity/Q12095170,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coats%20of%20arms%20of%20Vlasivka.PNG,uk,literal,Герб Власівки (смт),en,literal,coat of arms,,,,,,,,,,,,,герб власівки смт,
uri,http://www.wikidata.org/entity/Q12095171,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Voznesensk%20new%20gerb.png,uk,literal,Герб Вознесенська,en,literal,coat of arms,,,,,,,,,,,,,герб вознесенська,
uri,http://www.wikidata.org/entity/Q12095169,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Vyshneve%20gerb.png,uk,literal,Герб Вишневого,en,literal,coat of arms,,,,,,,,,,,,,герб вишневого,
uri,http://www.wikidata.org/entity/Q12095179,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Volodymyreckyi%20rayon%20gerb.png,uk,literal,Герб Володимирецького району,en,literal,coat of arms,,,,,,,,,,,,,герб володимирецького району,
uri,http://www.wikidata.org/entity/Q12095183,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20Vilnyansk.PNG,uk,literal,Герб Вільнянська,en,literal,coat of arms,,,,,,,,,,,,,герб вільнянська,
uri,http://www.wikidata.org/entity/Q12095180,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Volochisk%20gerb.png,uk,literal,Герб Волочиська,en,literal,coat of arms,,,,,,,,,,,,,герб волочиська,
uri,http://www.wikidata.org/entity/Q12095181,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Volodymyrec%20s.png,uk,literal,Герб Володимирця,en,literal,coat of arms,,,,,,,,,,,,,герб володимирця,
uri,http://www.wikidata.org/entity/Q12095186,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%93%D0%B5%D1%80%D0%B1%20%D0%92%D1%96%D0%BB%D1%8C%D1%88%D0%B0%D0%BD%D0%BA%D0%B8.gif,uk,literal,Герб Вільшанки (смт),en,literal,coat of arms,,,,,,,,,,,,,герб вільшанки смт,
uri,http://www.wikidata.org/entity/Q12095187,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%93%D0%B5%D1%80%D0%B1-%D0%92%D1%96%D0%BB%D1%8C%D1%88%D0%B0%D0%BD%D1%81%D1%8C%D0%BA%D0%BE%D0%B3%D0%BE-%D1%80%D0%B0%D0%B9%D0%BE%D0%BD%D1%83.png,uk,literal,Герб Вільшанського району,en,literal,coat of arms,,,,,,,,,,,,,герб вільшанського району,
uri,http://www.wikidata.org/entity/Q12095185,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Vilnanskiy%20rayon%20gerb.png,uk,literal,Герб Вільнянського району,en,literal,coat of arms,,,,,,,,,,,,,герб вільнянського району,
uri,http://www.wikidata.org/entity/Q12095190,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Hadyach%20gerb.png,uk,literal,Герб Гадяча,en,literal,coat of arms,,,,,,,,,,,,,герб гадяча,
uri,http://www.wikidata.org/entity/Q12095191,uri,http://commons.wikimedia.org/wiki/Special:FilePath/COA%20of%20Haivoron.png,uk,literal,Герб Гайворона,en,literal,coat of arms,,,,,,,,,,,,,герб гайворона,
uri,http://www.wikidata.org/entity/Q12095188,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Vinkiv%20s.png,uk,literal,Герб Віньківців,en,literal,coat of arms,,,,,,,,,,,,,герб віньківців,
uri,http://www.wikidata.org/entity/Q12095192,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Haivoronsky%20raion%20in%20Kirovograd%20oblast.png,uk,literal,Герб Гайворонського району,en,literal,coat of arms,,,,,,,,,,,,,герб гайворонського району,
uri,http://www.wikidata.org/entity/Q12095198,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Glynsk%20s.png,uk,literal,Герб Глинська,en,literal,coat of arms,,,,,,,,,,,,,герб глинська,
uri,http://www.wikidata.org/entity/Q12095196,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Gerb%20gajivka.png,uk,literal,Герб Гаївки,en,literal,coat of arms,,,,,,,,,,,,,герб гаївки,
uri,http://www.wikidata.org/entity/Q12095202,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Hlukhiv%20Raion.png,uk,literal,Герб Глухівського району,en,literal,coat of arms,,,,,,,,,,,,,герб глухівського району,
uri,http://www.wikidata.org/entity/Q12095203,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Godunivka%20s.png,uk,literal,Герб Годунівки (Яготинський район),en,literal,coat of arms,,,,,,,,,,,,,герб годунівки яготинський район,
uri,http://www.wikidata.org/entity/Q12095200,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Hlobyne%20gerb.png,uk,literal,Герб Глобиного,en,literal,coat of arms,,,,,,,,,,,,,герб глобиного,
uri,http://www.wikidata.org/entity/Q12095204,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%93%D0%B5%D1%80%D0%B1-%D0%93%D0%BE%D0%BB%D0%BE%D0%B2%D0%B0%D0%BD%D1%96%D0%B2%D1%81%D1%8C%D0%BA%D0%BE%D0%B3%D0%BE-%D1%80%D0%B0%D0%B9%D0%BE%D0%BD%D1%83.png,uk,literal,Герб Голованівського району,en,literal,coat of arms,,,,,,,,,,,,,герб голованівського району,
uri,http://www.wikidata.org/entity/Q12095210,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Hoschanskyi%20rayon%20gerb.png,uk,literal,Герб Гощанського району,en,literal,coat of arms,,,,,,,,,,,,,герб гощанського району,
uri,http://www.wikidata.org/entity/Q12095211,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Hoscha%20coat%20of%20arms%20%28escutcheon%29.svg,uk,literal,Герб Гощі,en,literal,coat of arms,,,,,,,,,,,,,герб гощі,
uri,http://www.wikidata.org/entity/Q12095209,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Horokhiv%20district%20flag.png,uk,literal,Герб Горохівського району,en,literal,coat of arms,,,,,,,,,,,,,герб горохівського району,
uri,http://www.wikidata.org/entity/Q12095214,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Hryshkivci%20herb.gif,uk,literal,Герб Гришківців,en,literal,coat of arms,,,,,,,,,,,,,герб гришківців,
uri,http://www.wikidata.org/entity/Q12095215,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coats%20of%20arms%20of%20Hulaypole.svg,uk,literal,Герб Гуляйполя,en,literal,coat of arms,,,,,,,,,,,,,герб гуляйполя,
uri,http://www.wikidata.org/entity/Q12095212,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Hrebinkivskiy%20rayon%20gerb.png,uk,literal,Герб Гребінківського району,en,literal,coat of arms,,,,,,,,,,,,,герб гребінківського району,
uri,http://www.wikidata.org/entity/Q12095219,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%93%D0%B5%D1%80%D0%B1%20%D0%93%D1%83%D1%81%D1%8F%D1%82%D0%B8%D0%BD%D1%81%D1%8C%D0%BA%D0%BE%D0%B3%D0%BE%20%D1%80%D0%B0%D0%B9%D0%BE%D0%BD%D1%83.gif,uk,literal,Герб Гусятинського району,en,literal,coat of arms,,,,,,,,,,,,,герб гусятинського району,
uri,http://www.wikidata.org/entity/Q12095217,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Huriivka%20s.gif,uk,literal,Герб Гур'ївки,en,literal,coat of arms,,,,,,,,,,,,,герб гурївки,
uri,http://www.wikidata.org/entity/Q12095237,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Dolynska.svg,uk,literal,Герб Долинської,en,literal,coat of arms,,,,,,,,,,,,,герб долинської,
uri,http://www.wikidata.org/entity/Q12095243,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20Dubno.svg,uk,literal,Герб Дубна,en,literal,coat of arms,,,,,,,,,,,,,герб дубна,
uri,http://www.wikidata.org/entity/Q12095240,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Drohobych%20coat%20of%20arms%20%28escutcheon%29.svg,uk,literal,Герб Дрогобича,en,literal,coat of arms,,,,,,,,,,,,,герб дрогобича,
uri,http://www.wikidata.org/entity/Q12095244,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Dubrovitskiy%20rayon%20gerb%20new.png,uk,literal,Герб Дубровицького району,en,literal,coat of arms,,,,,,,,,,,,,герб дубровицького району,
uri,http://www.wikidata.org/entity/Q12095245,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Dombrv%20s.png,uk,literal,Герб Дубровиці,en,literal,coat of arms,,,,,,,,,,,,,герб дубровиці,
uri,http://www.wikidata.org/entity/Q12095248,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Energodar%20city%20coa.png,uk,literal,Герб Енергодара,en,literal,coat of arms,,,,,,,,,,,,,герб енергодара,
uri,http://www.wikidata.org/entity/Q12095249,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Zhydachiv%20raion.png,uk,literal,Герб Жидачівського району,en,literal,coat of arms,,,,,,,,,,,,,герб жидачівського району,
uri,http://www.wikidata.org/entity/Q12095253,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20zhmerynka.PNG,uk,literal,Герб Жмеринки,en,literal,coat of arms,,,,,,,,,,,,,герб жмеринки,
uri,http://www.wikidata.org/entity/Q12095258,uri,http://commons.wikimedia.org/wiki/Special:FilePath/COA%20Zhornivka%2C%20Kyivska%2C%20Ukraine.svg,uk,literal,Герб Жорнівки (Києво-Святошинський район),en,literal,coat of arms,,,,,,,,,,,,,герб жорнівки києвосвятошинський район,
uri,http://www.wikidata.org/entity/Q12095259,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Zabrody.png,uk,literal,Герб Забродів,en,literal,coat of arms,,,,,,,,,,,,,герб забродів,
uri,http://www.wikidata.org/entity/Q12095257,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Zhuravka.jpg,uk,literal,Герб Жоравки,en,literal,coat of arms,,,,,,,,,,,,,герб жоравки,
uri,http://www.wikidata.org/entity/Q12095262,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Zarichne%20COA.png,uk,literal,Герб Зарічного,en,literal,coat of arms,,,,,,,,,,,,,герб зарічного,
uri,http://www.wikidata.org/entity/Q12095263,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Zastavnivskiy%20rayon%20gerb.png,uk,literal,Герб Заставнівського району,en,literal,coat of arms,,,,,,,,,,,,,герб заставнівського району,
uri,http://www.wikidata.org/entity/Q12095260,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Zarichne%20raion.png,uk,literal,Герб Зарічненського району,en,literal,coat of arms,,,,,,,,,,,,,герб зарічненського району,
uri,http://www.wikidata.org/entity/Q12095261,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Zastav%20s.png,uk,literal,Герб Заставни,en,literal,coat of arms,,,,,,,,,,,,,герб заставни,
uri,http://www.wikidata.org/entity/Q12095266,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%93%D0%B5%D1%80%D0%B1%20%D0%97%D0%B0%D1%87%D0%B5%D0%BF%D0%B8%D0%BB%D1%96%D0%B2%D0%BA%D0%B8.png,uk,literal,Герб Зачепилівки,en,literal,coat of arms,,,,,,,,,,,,,герб зачепилівки,
uri,http://www.wikidata.org/entity/Q12095264,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Zasupoivka%20s.png,uk,literal,Герб Засупоївки,en,literal,coat of arms,,,,,,,,,,,,,герб засупоївки,
uri,http://www.wikidata.org/entity/Q12095265,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Zaturci%20s.png,uk,literal,Герб Затурців,en,literal,coat of arms,,,,,,,,,,,,,герб затурців,
uri,http://www.wikidata.org/entity/Q12095269,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Zboriv%20gerb.png,uk,literal,Герб Зборова,en,literal,coat of arms,,,,,,,,,,,,,герб зборова,
uri,http://www.wikidata.org/entity/Q12095251,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Zhytomyr.svg,en,literal,coat of arms of Zhytomyr,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of zhytomyr,
uri,http://www.wikidata.org/entity/Q12095282,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Zinkiv%20coat%20of%20arms.svg,uk,literal,Герб Зінькова,en,literal,coat of arms,,,,,,,,,,,,,герб зінькова,
uri,http://www.wikidata.org/entity/Q12095321,,,uk,literal,Герб Корецького району,en,literal,coat of arms,,,,,,,,,,,,,герб корецького району,
uri,http://www.wikidata.org/entity/Q12095326,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Korosten%20Raion.png,en,literal,coat of arms of Korosten Raion,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of korosten raion,
uri,http://www.wikidata.org/entity/Q12095436,uri,http://commons.wikimedia.org/wiki/Special:FilePath/COA%20of%20Monastyryska.png,en,literal,coat of arms of Monastyryska,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of monastyryska,
uri,http://www.wikidata.org/entity/Q12095319,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Konotop%20Raion.svg,en,literal,coat of arms of Konotop Raion,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of konotop raion,
uri,http://www.wikidata.org/entity/Q12095037,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Ivano-Frankove.svg,uk,literal,Герб Івано-Франкового,en,literal,coat of arms,,,,,,,,,,,,,герб іванофранкового,
uri,http://www.wikidata.org/entity/Q12095314,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Kolky%20v%20s.png,uk,literal,Герб Колків,en,literal,coat of arms,,,,,,,,,,,,,герб колків,
uri,http://www.wikidata.org/entity/Q12095284,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Kazanka-gerb.png,uk,literal,Герб Казанки,en,literal,coat of arms,,,,,,,,,,,,,герб казанки,
uri,http://www.wikidata.org/entity/Q12095416,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Mangush.svg,uk,literal,Герб Мангуша,en,literal,coat of arms,,,,,,,,,,,,,герб мангуша,
uri,http://www.wikidata.org/entity/Q12095432,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Mihail1%20gerb.gif,uk,literal,Герб Михайлівки,en,literal,coat of arms,,,,,,,,,,,,,герб михайлівки,
uri,http://www.wikidata.org/entity/Q12095232,uri,http://commons.wikimedia.org/wiki/Special:FilePath/COA%20Dniprovskyj%20rayon%20Ukraine.jpg,uk,literal,Герб Дніпровського району,en,literal,coat of arms,,,,,,,,,,,,,герб дніпровського району,
uri,http://www.wikidata.org/entity/Q12095422,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Melnytsya%20Podilska.png,uk,literal,Герб Мельниці-Подільської,en,literal,coat of arms,,,,,,,,,,,,,герб мельниціподільської,
uri,http://www.wikidata.org/entity/Q12095280,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Zolochivskiy%20Raion%20in%20Lviv%20Oblast.png,uk,literal,Герб Золочівського району (Львівська область),en,literal,coat of arms,,,,,,,,,,,,,герб золочівського району львівська область,
uri,http://www.wikidata.org/entity/Q12095308,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Kovel%20Raion%20coat%20of%20arms%20%28lesser%29.svg,uk,literal,Герб Ковельського району,en,literal,coat of arms,,,,,,,,,,,,,герб ковельського району,
uri,http://www.wikidata.org/entity/Q12095313,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Kolomyisky%20raion%20in%20Ivano-Frankivsk%20oblast.gif,uk,literal,Герб Коломийського району,en,literal,coat of arms,,,,,,,,,,,,,герб коломийського району,
uri,http://www.wikidata.org/entity/Q12095275,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Zmiev%20COA%20%28Kharkov%20Governorate%29%20%281803%29.png,uk,literal,Герб Змієва,en,literal,coat of arms,,,,,,,,,,,,,герб змієва,
uri,http://www.wikidata.org/entity/Q12095225,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Desna%20Raion.svg,en,literal,Coat of arms of Desnіanskyi District,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of desnіanskyi district,
uri,http://www.wikidata.org/entity/Q12095320,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Konotop.svg,en,literal,coat of arms of Konotop,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of konotop,
uri,http://www.wikidata.org/entity/Q12095327,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Korosten.svg,en,literal,coat of arms of Korosten,en,literal,coat of arms,,,,,,,,,,,,,coat of arms of korosten,
