item.type,item.value,image.type,image.value,itemLabel.xml:lang,itemLabel.type,itemLabel.value,typeLabel.xml:lang,typeLabel.type,typeLabel.value,locationLabel.xml:lang,locationLabel.type,locationLabel.value,creatorLabel.xml:lang,creatorLabel.type,creatorLabel.value,collectionLabel.xml:lang,collectionLabel.type,collectionLabel.value,museumLabel.xml:lang,museumLabel.type,museumLabel.value,name_norm,creator_norm
uri,http://www.wikidata.org/entity/Q4343102,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B0%D0%BC%27%D1%8F%D1%82%D0%BD%D0%B8%D0%BA%20%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D1%83%20%D0%92%D0%B5%D1%80%D0%BD%D0%B0%D0%B4%D1%81%D1%8C%D0%BA%D0%BE%D0%BC%D1%83.jpg,en,literal,Statue of Volodymyr Vernadsky,en,literal,monument,,,,en,literal,Alexander Pavlovich Skoblikov,,,,,,,statue of volodymyr vernadsky,alexander pavlovich skoblikov
uri,http://www.wikidata.org/entity/Q4343169,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Sevastopol%20Monument%20to%20Catherine%20II%20IMG%201397%201725.jpg,en,literal,Monument to Catherine II,en,literal,monument,en,literal,Museum of Russian Black sea Navy in Sevastopol,uk,literal,Чиж Станіслав Олександрович,,,,,,,monument to catherine ii,чиж станіслав олександрович
uri,http://www.wikidata.org/entity/Q4343123,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B0%D0%BC%D1%8F%D1%82%D0%BD%D0%B8%D0%BA%20%D0%92%D1%8B%D1%81%D0%BE%D1%86%D0%BA%D0%BE%D0%BC%D1%83%20%28%D0%9E%D0%B4%D0%B5%D1%81%D1%81%D0%B0%29.jpg,en,literal,Vladimir Vysotsky monument in Odesa,en,literal,monument,en,literal,Odesa Film Studio,,,,,,,,,,vladimir vysotsky monument in odesa,
uri,http://www.wikidata.org/entity/Q4343988,,,en,literal,Panikovsky statue in Kyiv,en,literal,sculpture,,,,en,literal,Vitali Sivko,,,,,,,panikovsky statue in kyiv,vitali sivko
uri,http://www.wikidata.org/entity/Q4343109,uri,http://commons.wikimedia.org/wiki/Special:FilePath/St%20Volodymyr%20statue%20in%20Kyiv.jpg,en,literal,Saint Vladimir Monument,en,literal,monument,,,,en,literal,Vasily Demut-Malinovsky,,,,,,,saint vladimir monument,vasily demutmalinovsky
uri,http://www.wikidata.org/entity/Q4343122,,,uk,literal,Пам'ятник В'ячеславу Чорноволу,en,literal,monument,en,literal,Mykolaiv,,,,,,,,,,памятник вячеславу чорноволу,
uri,http://www.wikidata.org/entity/Q4343133,,,en,literal,Gotsman Monument,en,literal,monument,en,literal,historical city centre of Odesa,,,,,,,,,,gotsman monument,
uri,http://www.wikidata.org/entity/Q4343121,,,en,literal,Vladimir Vysotsky monument in Melitopol,en,literal,sculpture,,,,,,,,,,,,,vladimir vysotsky monument in melitopol,
uri,http://www.wikidata.org/entity/Q4343118,,,en,literal,Monument to Vysotsky in Mariupol,en,literal,monument,,,,,,,,,,,,,monument to vysotsky in mariupol,
uri,http://www.wikidata.org/entity/Q4343120,,,en,literal,Monument to the Liberator Soldier,en,literal,monument,,,,,,,,,,,,,monument to the liberator soldier,
uri,http://www.wikidata.org/entity/Q4343101,,,en,literal,Vera Kholodnaya Monument,en,literal,monument,,,,,,,,,,,,,vera kholodnaya monument,
uri,http://www.wikidata.org/entity/Q4343117,,,uk,literal,Пам'ятник Владиславу Городецькому (Київ),en,literal,monument,,,,,,,,,,,,,памятник владиславу городецькому київ,
uri,http://www.wikidata.org/entity/Q4343142,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Donetsk%20Degtyarev.jpg,en,literal,Monument to Degtyarev in Donetsk,en,literal,monument,,,,,,,,,,,,,monument to degtyarev in donetsk,
uri,http://www.wikidata.org/entity/Q4343130,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Gogol%20monument%20Kharkov.JPG,en,literal,Bust of Nikolai Gogol in Kharkiv,en,literal,monument,,,,,,,,,,,,,bust of nikolai gogol in kharkiv,
uri,http://www.wikidata.org/entity/Q4343138,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Donetsk%20gurov%2002.jpg,en,literal,Gurov monument in Donetsk,en,literal,monument,,,,,,,,,,,,,gurov monument in donetsk,
uri,http://www.wikidata.org/entity/Q4343191,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B0%D0%BC%D1%8F%D1%82%D0%BD%D0%B8%D0%BA%20%D0%9A%D0%B0%D1%80%D0%B0%D0%B7%D0%B8%D0%BD%D1%83.JPG,en,literal,Karazin Monument,en,literal,monument,,,,,,,,,,,,,karazin monument,
uri,http://www.wikidata.org/entity/Q4343199,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Kelin%27s%20monument%20in%20Poltava.JPG,en,literal,Monument to defenders of Poltava and the commandant of the fortress A.S. Kelin,en,literal,monument,,,,,,,,,,,,,monument to defenders of poltava and the commandant of the fortress as kelin,
uri,http://www.wikidata.org/entity/Q4343201,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9A%D0%BE%D1%82%D0%B5%D0%BB%D1%8C%D0%B2%D0%B0%2C%20%D0%9F%D0%B0%D0%BC%27%D1%8F%D1%82%D0%BD%D0%B8%D0%BA-%D0%B1%D1%8E%D1%81%D1%82%20%D0%A1.%D0%90.%D0%9A%D0%BE%D0%B2%D0%BF%D0%B0%D0%BA%D1%83%20P1490976.jpg,en,literal,Monument to Sydir Kovpak in Kotelva,en,literal,monument,,,,,,,,,,,,,monument to sydir kovpak in kotelva,
uri,http://www.wikidata.org/entity/Q4343187,,,en,literal,Isaac Babel monument,en,literal,monument,,,,en,literal,Georgy Frangulyan,,,,,,,isaac babel monument,georgy frangulyan
uri,http://www.wikidata.org/entity/Q4343159,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Pamyatnyk%20drentelnu.jpg,uk,literal,Пам'ятник Дрентельну,en,literal,monument,,,,,,,,,,,,,памятник дрентельну,
uri,http://www.wikidata.org/entity/Q4343137,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Donezk%20Zentrum%20WK2%20Denkmal.JPG,en,literal,Grinkevich monument in Donetsk,en,literal,tank memorial,,,,,,,,,,,,,grinkevich monument in donetsk,
uri,http://www.wikidata.org/entity/Q4343167,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Monument%20of%20Catherine%20II%20of%20Russia%20in%20Ekaterinoslav.jpg,en,literal,Catherine II monument,en,literal,monument,,,,,,,,,,,,,catherine ii monument,
uri,http://www.wikidata.org/entity/Q4343188,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B0%D0%BC%D1%8F%D1%82%D0%BD%D0%B8%D0%BA%20%D0%9A%D0%BE%D0%B1%D0%B7%D0%BE%D0%BD%D1%83%20009.jpg,en,literal,"Monument to Iosif Kobzon, Donetsk",en,literal,monument,en,literal,"Cheliuskintsev Street, Donetsk",,,,,,,,,,monument to iosif kobzon donetsk,
uri,http://www.wikidata.org/entity/Q4343289,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B0%D0%BC%27%D1%8F%D1%82%D0%BD%D0%B8%D0%BA%20%D0%AF%D0%BA%D0%BE%D0%B2%D1%87%D0%B5%D0%BD%D0%BA%D1%83%20%D0%9A%D0%B8%D1%97%D0%B2.jpg,en,literal,"Monument to Nicholas Yakovchenko, Kyiv",en,literal,bench with statue,,,,en,literal,Volodymyr Chepelyk,,,,,,,monument to nicholas yakovchenko kyiv,volodymyr chepelyk
uri,http://www.wikidata.org/entity/Q4343328,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B0%D0%BC%27%D1%8F%D1%82%D0%BD%D0%B8%D0%BA%20%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D1%96%20%D0%9F%D1%83%D1%88%D0%BA%D1%96%D0%BD%D1%83%20%28%D0%A7%D0%B5%D1%80%D0%BD%D1%96%D0%B3%D1%96%D0%B2%29.jpg,en,literal,Bust of Pushkin in Chernihiv,en,literal,sculpture,,,,,,,,,,,,,bust of pushkin in chernihiv,
uri,http://www.wikidata.org/entity/Q4343223,uri,http://commons.wikimedia.org/wiki/Special:FilePath/2014.%20%D0%A5%D0%B0%D1%80%D1%8C%D0%BA%D0%BE%D0%B2%20015.jpg,en,literal,Monument to Lenin,en,literal,statue,en,literal,Freedom Square,,,,,,,,,,monument to lenin,
uri,http://www.wikidata.org/entity/Q4343285,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B0%D0%BC%D1%8F%D1%82%D0%BD%D0%B8%D0%BA%20%D0%9A%D1%83%D1%86%D0%B5%D0%BD%D0%BA%D0%BE%201.jpg,en,literal,Nikolay Kutsenko grave,en,literal,monument,en,literal,Lidievka,,,,,,,,,,nikolay kutsenko grave,
uri,http://www.wikidata.org/entity/Q4343322,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Pushkin%20Statue%20Odessa.jpg,en,literal,Statue of Pushkin,en,literal,monument,en,literal,historical city centre of Odesa,,,,,,,,,,statue of pushkin,
uri,http://www.wikidata.org/entity/Q4343339,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Utochkin%20memorial.jpg,en,literal,Utochkin Monument in Odesa,en,literal,monument,en,literal,Derybasivska Street,,,,,,,,,,utochkin monument in odesa,
uri,http://www.wikidata.org/entity/Q4343321,uri,http://commons.wikimedia.org/wiki/Special:FilePath/51-101-1025%20001%20Odesa%20reg.jpg,en,literal,Bust of Pushkin in Odesa,en,literal,sculpture,,,,,,,,,,,,,bust of pushkin in odesa,
uri,http://www.wikidata.org/entity/Q4343239,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Bust%20of%20Zamengof%20in%20Odessa.JPG,en,literal,Bust of Zamenhof,en,literal,Zamenhof-Esperanto object,,,,,,,,,,,,,bust of zamenhof,
uri,http://www.wikidata.org/entity/Q4343326,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Pushkin%20monument%20Kharkov.JPG,en,literal,Bust of Pushkin in Kharkiv,en,literal,sculpture,,,,en,literal,Boris Edwards,,,,,,,bust of pushkin in kharkiv,boris edwards
uri,http://www.wikidata.org/entity/Q4343260,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B0%D0%BC%D1%8F%D1%82%D0%BD%D0%B8%D0%BA%20%D0%9C.%20%D0%98.%20%D0%93%D0%BB%D0%B8%D0%BD%D0%BA%D0%B5%20%D0%B2%20%D0%9A%D0%B8%D0%B5%D0%B2%D0%B5%201.jpg,en,literal,Mikhail Glinka monument,en,literal,monument,,,,,,,,,,,,,mikhail glinka monument,
uri,http://www.wikidata.org/entity/Q4343275,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B0%D0%BC%D1%8F%D1%82%D0%BD%D0%B8%D0%BA%20%D0%9D%D0%B0%D1%85%D0%B8%D0%BC%D0%BE%D0%B2%D1%83%20%D0%A1%D0%B5%D0%B2%D0%B0%D1%81%D1%82%D0%BE%D0%BF%D0%BE%D0%BB%D1%8C.jpg,en,literal,Monument to Pavel Nakhimov in Sevastopol,en,literal,monument,,,,,,,,,,,,,monument to pavel nakhimov in sevastopol,
uri,http://www.wikidata.org/entity/Q4343338,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9A%D0%B8%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B9%20%D1%80%D0%B0%D0%B9%D0%BE%D0%BD%20%D0%94%D0%BE%D0%BD%D0%B5%D1%86%D0%BA%D0%B0%20530.jpg,en,literal,Monument to Sergei Bubka in Donetsk,en,literal,monument,,,,,,,,,,,,,monument to sergei bubka in donetsk,
uri,http://www.wikidata.org/entity/Q4343415,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B0%D0%BC%D1%8F%D1%82%D0%BD%D0%B8%D0%BA%20%D0%A2%D0%BE%D1%82%D0%BB%D0%B5%D0%B1%D0%B5%D0%BD%D1%83%201.jpg,en,literal,Monument to Eduard Totleben in Sevastopol,en,literal,cultural property,,,,,,,,,,,,,monument to eduard totleben in sevastopol,
uri,http://www.wikidata.org/entity/Q4343477,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B0%D0%BC%27%D1%8F%D1%82%D0%BD%D0%B8%D0%BA%20%D0%90%D1%80%D0%BC%D0%B0%D0%BD%D1%83%20%D0%B4%D0%B5%20%D0%A0%D1%96%D1%88%D0%B5%D0%BB%D1%8C%D1%94.jpg,en,literal,Statue of the Duc de Richelieu in Odesa,en,literal,statue,en,literal,Prymorskyi Boulevard,en,literal,Ivan Martos,,,,,,,statue of the duc de richelieu in odesa,ivan martos
uri,http://www.wikidata.org/entity/Q4343493,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Donetsk%20holokost%2004.jpg,en,literal,Holocaust memorial in Donetsk,en,literal,monument,en,literal,"Leninsky Avenue, Donetsk",,,,,,,,,,holocaust memorial in donetsk,
uri,http://www.wikidata.org/entity/Q4343500,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Donetsk%20repressii%2004.jpg,en,literal,Monument to victims of political repressions in Donetsk,en,literal,sculpture,en,literal,Rutchenkovo field,en,literal,Aleksandr Porozhnuk,,,,,,,monument to victims of political repressions in donetsk,aleksandr porozhnuk
uri,http://www.wikidata.org/entity/Q4343378,,,en,literal,Taras Shevchenko Memorial,en,literal,monument,,,,,,,,,,,,,taras shevchenko memorial,
uri,http://www.wikidata.org/entity/Q4343371,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Monument%20to%20Taras%20Shevchenko.jpg,en,literal,"Monument to Taras Shevchenko, Mykolaiv",en,literal,monument,en,literal,Mykolaiv,,,,,,,,,,monument to taras shevchenko mykolaiv,
uri,http://www.wikidata.org/entity/Q4343472,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B0%D0%BC%27%D1%8F%D1%82%D0%BD%D0%B8%D0%BA%20%D0%86.%20%D0%9C%D0%B0%D0%B7%D0%B5%D0%BF%D1%96%20%D1%83%20%D0%9C%D0%B0%D0%B7%D0%B5%D0%BF%D0%B8%D0%BD%D1%86%D1%8F%D1%85.jpg,en,literal,Monument to Ivan Mazepa in Mazepyntsi,en,literal,monument,en,literal,Mazepintsi,,,,,,,,,,monument to ivan mazepa in mazepyntsi,
uri,http://www.wikidata.org/entity/Q4343513,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Donetsk%20yorgen%2002.jpg,en,literal,Monument of recovered patient,en,literal,monument,en,literal,Donetsk Regional traumatology,en,literal,Juri Iwanowitsch Baldin,,,,,,,monument of recovered patient,juri iwanowitsch baldin
uri,http://www.wikidata.org/entity/Q4343370,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Shevchenko%20statue%20in%20Lviv.jpg,en,literal,Statue of Taras Shevchenko in Lviv,en,literal,monument,en,literal,Lviv,,,,,,,,,,statue of taras shevchenko in lviv,
uri,http://www.wikidata.org/entity/Q4343372,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B0%D0%BC%D1%8F%D1%82%D0%BD%D0%B8%D0%BA%20%D0%A8%D0%B5%D0%B2%D1%87%D0%B5%D0%BD%D0%BA%D0%BE.jpg,en,literal,Bust of Taras Shevchenko in Simferopol,en,literal,monument,,,,,,,,,,,,,bust of taras shevchenko in simferopol,
uri,http://www.wikidata.org/entity/Q4343436,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Siemion%20Budionny%20Monument%20%28near%20Olesko%2C%20Ukraine%29%20-%20panoramio.jpg,en,literal,Monument to the soldiers of the First Cavalry Army,en,literal,equestrian statue,,,,,,,,,,,,,monument to the soldiers of the first cavalry army,
uri,http://www.wikidata.org/entity/Q4343470,,,ru,literal,Памятник гетману Мазепе (Киев),en,literal,monument,,,,,,,,,,,,,памятник гетману мазепе киев,
uri,http://www.wikidata.org/entity/Q4343474,,,en,literal,Memorial to Hetman Mazepa and King Charles XII,en,literal,monument,en,literal,Dihtiarivka,,,,,,,,,,memorial to hetman mazepa and king charles xii,
uri,http://www.wikidata.org/entity/Q4343434,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Viiskovo%20morskykh%20syl%20Boulevard%2003.jpg,en,literal,Monument to Orange,en,literal,monument,,,,,,,,,,,,,monument to orange,
uri,http://www.wikidata.org/entity/Q4343376,,,en,literal,The Monument of Shevchenko,en,literal,monument,,,,en,literal,Matvey Genrikhovich Manizer,,,,,,,the monument of shevchenko,matvey genrikhovich manizer
uri,http://www.wikidata.org/entity/Q4343446,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B0%D0%BC%60%D1%8F%D1%82%D0%BD%D0%B8%D0%BA%20%D0%B2i%D0%B9%D1%81%D1%8C%D0%BA%D0%BE%D0%B2%D0%B8%D0%BC%20%D0%BB%D1%8C%D0%BE%D1%82%D1%87%D0%B8%D0%BA%D0%B0%D0%BC.jpg,en,literal,Military Pilots Monument,en,literal,monument,,,,,,,,,,,,,military pilots monument,
uri,http://www.wikidata.org/entity/Q4343483,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Stamps%20of%20Ukraine%2C%202014-35.jpg,en,literal,Monument to seaman's wife in Odesa,en,literal,monument,,,,,,,,,,,,,monument to seamans wife in odesa,
uri,http://www.wikidata.org/entity/Q4343485,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B0%D0%BC%D1%8F%D1%82%D0%BD%D0%B8%D0%BA%20%D0%BC%D0%B0%D1%82%D0%B5%D1%80%D0%B8%201.jpg,en,literal,Monument to mother in Donetsk,en,literal,monument,,,,,,,,,,,,,monument to mother in donetsk,
uri,http://www.wikidata.org/entity/Q4343486,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Talerhof%20monument%20in%20Lvov.JPG,en,literal,Talerhof monument in Lviv,en,literal,monument,,,,,,,,,,,,,talerhof monument in lviv,
uri,http://www.wikidata.org/entity/Q4343450,,,en,literal,Monument to the soldiers of the 77th Infantry Division,en,literal,monument,,,,en,literal,Ömer Eldarov,,,,,,,monument to the soldiers of the 77th infantry division,ömer eldarov
uri,http://www.wikidata.org/entity/Q4343381,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9A%D0%BE%D0%BC%D0%BF%D0%BB%D0%B5%D0%BA%D1%81%20%D0%BF%D0%B0%D0%BC%D1%8F%D1%82%D0%BE%D0%BA%20%D0%BD%D0%B0%20%D0%BC%D1%96%D1%81%D1%86%D1%96%20%D0%BC%D0%B0%D1%81%D0%BE%D0%B2%D0%BE%D0%B3%D0%BE%20%D0%B7%D0%BD%D0%B8%D1%89%D0%B5%D0%BD%D0%BD%D1%8F%20%D0%BC%D0%B8%D1%80%D0%BD%D0%BE%D0%B3%D0%BE%20%D0%BD%D0%B0%D1%81%D0%B5%D0%BB%D0%B5%D0%BD%D0%BD%D1%8F%20%D1%82%D0%B0%20%D0%B2%D1%96%D0%B9%D1%81%D1%8C%D0%BA%D0%BE%D0%B2%D0%BE%D0%BF%D0%BE%D0%BB%D0%BE%D0%BD%D0%B5%D0%BD%D0%B8%D1%85%20%D0%B2%20%D1%83%D1%80%D0%BE%D1%87%D0%B8%D1%89%D1%96%20%D0%91%D0%B0%D0%B1%D0%B8%D0%BD%20%D0%AF%D1%80%2003.JPG,en,literal,Tatiana Markus monument,en,literal,monument,en,literal,Kyiv,,,,,,,,,,tatiana markus monument,
uri,http://www.wikidata.org/entity/Q4343459,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Donetsk.%20Monument%20to%20the%20Hero-savior%20near%20the%20fire%20station.jpg,en,literal,Monument to the hero-rescuer (Donetsk),en,literal,monument,,,,,,,,,,,,,monument to the herorescuer donetsk,
uri,http://www.wikidata.org/entity/Q4343445,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B0%D0%BC%D1%8F%D1%82%D0%BD%D0%B8%D0%BA%20%D0%B2%D0%BB%D1%8E%D0%B1%D0%BB%D0%B5%D0%BD%D0%BD%D1%8B%D0%BC%20by%20Nikitina.jpg,uk,literal,Пам'ятник закоханим,en,literal,monument,,,,,,,,,,,,,памятник закоханим,
uri,http://www.wikidata.org/entity/Q4343610,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B0%D0%BC%D1%8F%D1%82%D0%BD%D0%B8%D0%BA%20%D1%81%D1%82%D1%83%D0%B4%D0%B5%D0%BD%D1%82%D1%83.jpg,en,literal,Monument to student,en,literal,bench with statue,,,,,,,,,,,,,monument to student,
uri,http://www.wikidata.org/entity/Q4343545,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Kharko.jpg,uk,literal,Пам'ятник засновникам Харкова,en,literal,monument,,,,,,,,,,,,,памятник засновникам харкова,
uri,http://www.wikidata.org/entity/Q4342995,uri,http://commons.wikimedia.org/wiki/Special:FilePath/2011.%20%D0%94%D0%BE%D0%BD%D0%B5%D1%86%D0%BA%200071.jpg,en,literal,Beatles monument,en,literal,monument,en,literal,Donetsk Philharmonic society,,,,,,,,,,beatles monument,
uri,http://www.wikidata.org/entity/Q4343528,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Donetsk%20dmi%2001.jpg,en,literal,Monument to medical workers who died during the Great Patriotic War in Donetsk National Medical University,en,literal,monument,en,literal,Donetsk National Medical University,,,,,,,,,,monument to medical workers who died during the great patriotic war in donetsk national medical university,
uri,http://www.wikidata.org/entity/Q4343543,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Monument%20to%20Odessa%20founders%202010.JPG,en,literal,Monument to the founders of Odesa,en,literal,monument,en,literal,Yevropeiska Square,,,,,,,,,,monument to the founders of odesa,
uri,http://www.wikidata.org/entity/Q4343516,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Vorontsov%20Monument%20Odessa%201.jpg,en,literal,"Statue of Graf Vorontsov, Odesa",en,literal,monument,en,literal,Soborna Square,,,,,,,,,,statue of graf vorontsov odesa,
uri,http://www.wikidata.org/entity/Q4343549,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Donetsk%20stachka.jpg,en,literal,Monument to the first political strike in Rutchenkovo,en,literal,monument,en,literal,Petrovskovo Street,,,,,,,,,,monument to the first political strike in rutchenkovo,
uri,http://www.wikidata.org/entity/Q4343358,,,en,literal,Steve Jobs Monument,en,literal,sculpture,en,literal,historical city centre of Odesa,,,,,,,,,,steve jobs monument,
uri,http://www.wikidata.org/entity/Q4343572,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B0%D0%BC%D1%8F%D1%82%D0%BD%D0%B8%D0%BA%20%D0%BC%D0%B5%D1%82%D1%80%D0%BE%D1%81%D1%82%D1%80%D0%BE%D0%B8%D1%82%D0%B5%D0%BB%D1%8F%D0%BC%20%D0%B2%20%D0%A5%D0%B0%D1%80%D1%8C%D0%BA%D0%BE%D0%B2%D0%B5.JPG,en,literal,Monument to Metro Workers,en,literal,monument,,,,,,,,,,,,,monument to metro workers,
uri,http://www.wikidata.org/entity/Q4343100,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%94%D0%B5%D0%BD%D1%8C%20%D0%BF%D0%B0%D0%BC%D1%8F%D1%82%D0%B8%20%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D0%B8%D1%8F%20%D0%9B%D0%BE%D0%B1%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B3%D0%BE.%206%20%D1%8F%D0%BD%D0%B2%D0%B0%D1%80%D1%8F%202016%20%D0%B3%D0%BE%D0%B4%D0%B0%20%E2%80%94%20661624.jpg,en,literal,"Statue of Valeriy Lobanovskyi at Mykhaila Hrushevskoho Street, Kyiv",en,literal,monument,,,,uk,literal,Філатов Володимир Олександрович,,,,,,,statue of valeriy lobanovskyi at mykhaila hrushevskoho street kyiv,філатов володимир олександрович
uri,http://www.wikidata.org/entity/Q4343010,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%C2%AB%D0%A3%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D0%B0%20%E2%80%94%20%D0%B2%D0%B8%D0%B7%D0%B2%D0%BE%D0%BB%D0%B8%D1%82%D0%B5%D0%BB%D1%8F%D0%BC%C2%BB%20%D0%BD%D0%B0%20%D0%A1%D0%BE%D0%B1%D1%80%D0%B0%D0%BD%D0%B5%D1%86%D1%8C%D0%BA%D1%96%D0%B9.jpg,en,literal,Memorial sign to Soviet soldiers-liberators in Uzhhorod,en,literal,monument,en,literal,Uzhhorod,,,,,,,,,,memorial sign to soviet soldiersliberators in uzhhorod,
uri,http://www.wikidata.org/entity/Q4343613,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9A%D0%BE%D0%BC%D0%BF%D0%BB%D0%B5%D0%BA%D1%81%20%D0%BF%D0%B0%D0%BC%D1%8F%D1%82%D0%BE%D0%BA%20%D0%BD%D0%B0%20%D0%BC%D1%96%D1%81%D1%86%D1%96%20%D0%BC%D0%B0%D1%81%D0%BE%D0%B2%D0%BE%D0%B3%D0%BE%20%D0%B7%D0%BD%D0%B8%D1%89%D0%B5%D0%BD%D0%BD%D1%8F%20%D0%BC%D0%B8%D1%80%D0%BD%D0%BE%D0%B3%D0%BE%20%D0%BD%D0%B0%D1%81%D0%B5%D0%BB%D0%B5%D0%BD%D0%BD%D1%8F%20%D1%82%D0%B0%20%D0%B2%D1%96%D0%B9%D1%81%D1%8C%D0%BA%D0%BE%D0%B2%D0%BE%D0%BF%D0%BE%D0%BB%D0%BE%D0%BD%D0%B5%D0%BD%D0%B8%D1%85%20%D0%B2%20%D1%83%D1%80%D0%BE%D1%87%D0%B8%D1%89%D1%96%20%D0%91%D0%B0%D0%B1%D0%B8%D0%BD%20%D0%AF%D1%80%2001.JPG,en,literal,"Monument to children, who were shot in Babi Yar",en,literal,monument,,,,,,,,,,,,,monument to children who were shot in babi yar,
uri,http://www.wikidata.org/entity/Q4343763,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B0%D0%BC%27%D1%8F%D1%82%D0%BD%D0%B8%D0%BA%20%D1%80%D0%B5%D0%BF%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%BC%20%D0%BA%D0%BE%D0%B1%D0%B7%D0%B0%D1%80%D1%8F%D0%BC%2C%20%D0%A5%D0%B0%D1%80%D0%BA%D1%96%D0%B2.JPG,uk,literal,"Пам'ятний знак репресованим кобзарям, бандуристам, лірникам",en,literal,monument,,,,,,,,,,,,,памятний знак репресованим кобзарям бандуристам лірникам,
uri,http://www.wikidata.org/entity/Q4343390,uri,http://commons.wikimedia.org/wiki/Special:FilePath/Utesov%20monument%20Odessa.jpg,en,literal,Leonid Utesov monument in Odesa,en,literal,bench with statue,en,literal,Derybasivska Street,,,,,,,,,,leonid utesov monument in odesa,
uri,http://www.wikidata.org/entity/Q4343368,uri,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B0%D0%BC%27%D1%8F%D1%82%D0%BD%D0%B8%D0%BA%20%D0%A2%D0%B0%D1%80%D0%B0%D1%81%D1%83%20%D0%A8%D0%B5%D0%B2%D1%87%D0%B5%D0%BD%D0%BA%D1%83%2C%20%D0%BC.%20%D0%94%D0%BE%D0%BD%D0%B5%D1%86%D1%8C%D0%BA%2C%20%D0%BB%D0%B8%D0%BF%D0%B5%D0%BD%D1%8C%202010.jpg,en,literal,Taras Shevchenko monument in Donetsk,en,literal,monument,,,,,,,,,,,,,taras shevchenko monument in donetsk,
