artist_id,name,birth_date,death_date,description
Q12121816,Матвєєв Олексій Миколайович,1930-04-15T00:00:00Z,1995-12-05T00:00:00Z,painter (1930-1995)
Q12171957,Шишко Григорій Гордійович,1923-04-15T00:00:00Z,1994-08-29T00:00:00Z,Soviet painter (1923-1994)
Q12123166,Ludmyla Meshkova,1938-06-21T00:00:00Z,,Ukrainian painter
Q12137376,Valery Pavlotos,1940-08-12T00:00:00Z,2016-06-19T00:00:00Z,"Soviet, Ukrainian design engineer, film artist, stunt director, stunt performer (1940-2016)"
Q12172345,Kateryna Shtanko,1951-07-24T00:00:00Z,,Ukrainian painter 1951-
Q12171106,Aleksandr Shapiro,1969-01-01T00:00:00Z,,Ukrainian director and writer
Q12172767,Tetiana Shcherbyna,1955-06-17T00:00:00Z,,Ukrainian artist
Q12118705,Volodymyr Lukan,1961-03-26T00:00:00Z,2025-07-22T00:00:00Z,Ukrainian painter
Q12160105,Тартаковський Анатолій Ісакович,1954-05-31T00:00:00Z,,Ukrainian painter
Q12159748,Pavlo Abramovych Taiber,1940-02-16T00:00:00Z,2017-01-01T00:00:00Z,Ukrainian painter
Q12171036,Шамрила Микола Пилипович,1937-06-26T00:00:00Z,,Ukrainian painter
Q12172927,Nataliia Yuzefovych,1932-06-10T00:00:00Z,2009-09-26T00:00:00Z,Ukrainian painter (1932-2009)
Q12169239,Andriy Chebykin,1946-04-14T00:00:00Z,,Ukrainian graphic artist and teacher (born 1946)
Q12123193,Viktor Migulko,1924-12-11T00:00:00Z,1993-12-22T00:00:00Z,"Soviet-Ukrainian painter, production designer  (1924-1993)"
Q12123193,Viktor Migulko,1924-12-11T00:00:00Z,1993-12-23T00:00:00Z,"Soviet-Ukrainian painter, production designer  (1924-1993)"
Q12167548,Paraska Homa,1933-11-10T00:00:00Z,2016-09-23T00:00:00Z,Soviet and Ukrainian painter (1933-2016)
Q12123842,Zoltan Mitchka,1949-08-24T00:00:00Z,2017-03-20T00:00:00Z,painter (1949-2017)
Q12136358,Pavel Orlenko,1934-10-02T00:00:00Z,,Soviet and Ukrainian make-up artist
Q12168947,Цюпа Оксана Ігорівна,1967-07-13T00:00:00Z,,Ukrainian painter
Q12137118,Serhii Piatachenko,1965-03-25T00:00:00Z,,Ukrainian painter
Q18563031,Герасименко Сергій Костянтинович,1967-12-29T00:00:00Z,,Ukrainian painter
Q12159984,Taras Bilchuk,1960-05-02T00:00:00Z,2017-08-14T00:00:00Z,Ukrainian painter
Q12123193,Viktor Migulko,1924-12-07T00:00:00Z,1993-12-22T00:00:00Z,"Soviet-Ukrainian painter, production designer  (1924-1993)"
Q12123193,Viktor Migulko,1924-12-07T00:00:00Z,1993-12-23T00:00:00Z,"Soviet-Ukrainian painter, production designer  (1924-1993)"
Q12137276,Павленко Григорій Олексійович,1925-08-28T00:00:00Z,1992-01-01T00:00:00Z,Soviet painter (1925-1992)
Q12122195,Lyubomir Medvid,1941-07-10T00:00:00Z,,Ukrainian painter
Q12169236,Vasyl Chebanyk,1933-08-05T00:00:00Z,2025-03-13T00:00:00Z,Ukrainian painter
Q12130905,Adelina Mukhina,1930-12-25T00:00:00Z,2014-01-18T00:00:00Z,painter (1930-2014)
Q12081843,Heorhii Beltsov,1920-06-26T00:00:00Z,2009-07-20T00:00:00Z,Ukrainian painter (1920-2009)
Q12141868,Viktor Poltavets,1925-01-11T00:00:00Z,2003-11-05T00:00:00Z,Ukrainian painter (1925-2003)
Q12141173,Svetlana Poberezhnaya,1943-11-11T00:00:00Z,,Ukrainian painter
Q16702937,Кот Петро Олексійович,1933-02-03T00:00:00Z,2003-10-07T00:00:00Z,Ukrainian painter
Q15061408,Denys Valeriiovych Chernov,1978-05-22T00:00:00Z,,Ukrainian painter
Q16723175,Volodymyr Cherkasov,1929-06-29T00:00:00Z,2020-08-13T00:00:00Z,Ukrainian painter
Q12154069,Снігур Іван Назарович,1929-06-05T00:00:00Z,2016-01-01T00:00:00Z,painter (1929-2016)
Q12129970,Yelyzaveta Myronova,1929-09-19T00:00:00Z,2010-08-16T00:00:00Z,Ukrainian artist (1929-2010)
Q12149916,Сабадиш Петро Євлампійович,1909-01-03T00:00:00Z,1994-06-16T00:00:00Z,painter (1909-1994)
Q12136914,Otkovych Petrovich,1950-06-20T00:00:00Z,2017-05-25T00:00:00Z,Ukrainian artist
Q16702736,Корольчук Віктор Андрійович,1933-04-29T00:00:00Z,2015-09-30T00:00:00Z,Ukrainian painter
Q12165292,Фастенко Юрій Петрович,1926-04-22T00:00:00Z,2020-11-01T00:00:00Z,Ukrainian painter
Q12140694,Борис Плаксій,1937-08-21T00:00:00Z,2012-12-19T00:00:00Z,painter (1937-2012)
Q16165844,Larysa Oleksandrivna Brovdi,1939-07-18T00:00:00Z,,Ukrainian painter
Q12173559,Sergei Yakutovich,1952-11-21T00:00:00Z,2017-01-01T00:00:00Z,painter (1952-2017)
Q18921759,Adriana Galetskaya,1978-08-16T00:00:00Z,,Ukrainian artist
Q15210160,Одайник Сергій Вадимович,1949-11-16T00:00:00Z,2019-12-05T00:00:00Z,Ukrainian painter
Q12094236,Petro Hanzha,1939-07-15T00:00:00Z,,Ukrainian painter
Q12162700,Nikolay Tryaskin,1902-12-04T00:00:00Z,1995-05-15T00:00:00Z,"Soviet and Ukrainian painter, production designer (1902-1995)"
Q16713423,Viktorija Protsiv,1983-07-26T00:00:00Z,,Ukrainian painter
Q12081073,Mykhailo Serhiiovych Baroiants,1925-09-25T00:00:00Z,2006-06-17T00:00:00Z,painter (1925-2006)
Q12083527,Nina Bozhko,1928-08-06T00:00:00Z,2021-01-01T00:00:00Z,Ukrainian painter
Q12162700,Nikolay Tryaskin,1902-12-03T00:00:00Z,1995-05-15T00:00:00Z,"Soviet and Ukrainian painter, production designer (1902-1995)"
Q12170860,Alla Churya,1945-09-18T00:00:00Z,,Ukrainian painter
Q12116383,Nestor Kizenko,1926-03-14T00:00:00Z,2007-03-05T00:00:00Z,painter (1926-2007)
Q12139228,Anatoli Pashkevych,1938-02-11T00:00:00Z,2005-01-08T00:00:00Z,Ukrainian composer
Q12115900,Volodymyr Kupchyshyn,1941-02-01T00:00:00Z,,Ukrainian painter
Q12083758,Volodymyr Stepanovych Boldyriev,1911-07-28T00:00:00Z,1993-03-29T00:00:00Z,painter (1911-1993)
Q12173559,Sergei Yakutovich,1952-11-21T00:00:00Z,2017-06-27T00:00:00Z,painter (1952-2017)
Q12170849,Mykola Churylov,1935-04-18T00:00:00Z,2014-07-14T00:00:00Z,Soviet and Ukrainian artist (1935–2014)
Q12094360,Halyna Harkavenko,1933-05-02T00:00:00Z,2008-03-15T00:00:00Z,painter (1933-2008)
Q20067166,Заремба Володимир Федерович,1933-10-21T00:00:00Z,,Ukrainian artist
Q12154069,Снігур Іван Назарович,1929-06-05T00:00:00Z,2016-10-08T00:00:00Z,painter (1929-2016)
Q16168026,Valentina Gavrilovna Virodova-Gote,1934-10-04T00:00:00Z,,Ukrainian painter
Q16717273,Arkadiy Soroka,1924-07-25T00:00:00Z,2010-09-02T00:00:00Z,painter
Q12170935,Stefaniia Shabatura,1938-11-05T00:00:00Z,2014-12-17T00:00:00Z,Ukrainian textile artist and human rights activist (1938–2014)
Q7688058,Tatiana Belokonenko,,,Ukrainian artist
Q12073342,Yemetz Volodymyr Volodymyrovych,1938-04-04T00:00:00Z,2019-11-05T00:00:00Z,"Ukrainian painter, People's Artist of Ukraine (1938-2019)"
Q12170957,Vitaly Shavel,1934-06-20T00:00:00Z,2011-01-08T00:00:00Z,Soviet and Ukrainian painter (1934-2011)
Q12082339,Бернадський Валентин Данилович,1917-01-13T00:00:00Z,2011-09-11T00:00:00Z,Ukrainian painter (1917-2011)
Q12170829,Volodymyr Chupryna,1940-08-11T00:00:00Z,,Ukrainian painter
Q12083102,Alexey Bobrovnikov,1912-04-24T00:00:00Z,1998-09-18T00:00:00Z,"Soviet and Ukrainian painter,  production designer, scenographer (1912—1998)"
Q12145988,Tetiana Piddubna,1952-03-06T00:00:00Z,,Ukrainian costume designer
Q12141669,Anatoly Pokotyuk,1951-10-26T00:00:00Z,2020-03-07T00:00:00Z,Ukrainian artist
Q12142459,Halyna Popinova,1983-12-28T00:00:00Z,,Ukrainian painter
Q12082426,Besedin Serhiy Fotiyovych,1901-10-08T00:00:00Z,1996-07-22T00:00:00Z,painter (1901-1996)
Q16702805,Корчинський Василь Леонтійович,1955-01-01T00:00:00Z,,Ukrainian painter
Q12080913,Mykhailo Baran,1928-03-03T00:00:00Z,2004-01-15T00:00:00Z,"Ukrainian bandurist, kobzar, artist, and folk musician (1928–2004)"
Q12081575,Olha Bezpalkiv,1946-04-10T00:00:00Z,,Ukrainian painter
Q12142827,Потапенко Андрій Ілліч,1925-01-05T00:00:00Z,,Ukrainian painter
Q12140463,Vasyl Pylypyuk,1950-01-10T00:00:00Z,2017-11-18T00:00:00Z,Ukrainian photographer
Q16713199,Vyacheslav Prychodko,1940-01-13T00:00:00Z,2011-01-12T00:00:00Z,Ukrainian painter (1940–2011)
Q12161885,Hryhorii Oleksiiovych Tomenko,1915-11-16T00:00:00Z,1994-10-24T00:00:00Z,painter (1915-1994)
Q16714004,Polina Raiko,1928-05-15T00:00:00Z,2004-01-15T00:00:00Z,Ukrainian naïve painter
Q12135687,Олемпіюк Геннадій Миколайович,1950-04-17T00:00:00Z,1995-01-01T00:00:00Z,Ukrainian painter (1950-1995)
Q16714022,Рак Анастасія Трохимівна,1922-11-27T00:00:00Z,2014-01-15T00:00:00Z,Ukrainian painter
Q12080555,Балан Іван Дмитрович,1941-08-02T00:00:00Z,,Russian painter
Q12080630,Баликов Юрій Євдокимович,1924-04-17T00:00:00Z,2010-08-09T00:00:00Z,painter (1924-2003)
Q12140221,Olha Petrova,1942-02-10T00:00:00Z,,Ukrainian artist
Q18397783,Grigory Schtender,1927-05-25T00:00:00Z,1992-08-17T00:00:00Z,"architect, painter (1927-1992)"
Q16729474,Ekaterina Gubareva,1983-07-05T00:00:00Z,,Ukrainian Russian nationalist
Q16705246,Hryhoriy Loyik,1963-06-17T00:00:00Z,,Ukrainian painter
Q16701592,Клапоух Юрій Олексійович,1963-03-12T00:00:00Z,,Ukrainian painter
Q12135981,Olena Onufriv,1980-06-10T00:00:00Z,,"Ukrainian painter, artist"
Q12174154,Volodymyr Yatsenko,1915-04-21T00:00:00Z,2010-10-23T00:00:00Z,Ukrainian painter and museum director
Q19815579,Alexander Telalim,1966-04-18T00:00:00Z,,Bulgarian artist
Q16701455,Ivan Kyrylenko,1983-08-25T00:00:00Z,,Ukrainian artist
Q12140927,Paraska Plytka-Horytsvit,1927-03-01T00:00:00Z,1998-04-16T00:00:00Z,"Ukrainian painter, photographer, philosoph, poet, writer (1927-1998)"
Q12116379,Кідер Фелікс Іхільович,1938-09-07T00:00:00Z,2003-06-23T00:00:00Z,Ukrainian painter (1938-2003)
Q12135909,Омеляненко Василь Онуфрійович,1925-08-03T00:00:00Z,2021-01-28T00:00:00Z,Ukrainian painter
Q16716668,Rustem Skibin,1976-04-06T00:00:00Z,,Ukrainian painter
Q12173502,Olena Yakovenko,1914-07-25T00:00:00Z,1999-01-01T00:00:00Z,Ukrainian artist
Q12139821,Перехожук Сергій Павлович,1967-02-11T00:00:00Z,2025-04-23T00:00:00Z,Ukrainian painter
Q12073772,Mykhaĭlo Ivanchenko,1923-11-18T00:00:00Z,2015-01-14T00:00:00Z,Ukrainian writer
Q16701865,Ковальчук Михайло Сидорович,1933-06-05T00:00:00Z,2014-07-26T00:00:00Z,
Q12174105,Vitaliy Yasko,1948-12-06T00:00:00Z,,"Soviet and Ukrainian film artist, production designer"
Q15064340,Yakov Basov,1914-02-02T00:00:00Z,2004-03-16T00:00:00Z,Ukrainian painter (1914-2004)
Q16722664,Юл Ханчас,1971-11-03T00:00:00Z,,Ukrainian painter
Q16699395,Yuriy Zhuravel,1972-05-06T00:00:00Z,,Ukrainian musician and illustrator
Q12171455,Шевченко Євген Ігорович,1961-01-20T00:00:00Z,,
Q15270161,Mykhaylo Chornyi,1933-11-26T00:00:00Z,2020-09-24T00:00:00Z,Ukrainian artist (1933-2020)
Q12173503,Яковенко Петро Максимович,1914-09-14T00:00:00Z,2006-02-26T00:00:00Z,painter (1914-2006)
Q12153235,Yurii Skyrda,1938-10-17T00:00:00Z,1994-03-24T00:00:00Z,"Soviet and Ukrainian artist, animation director (1938–1994)"
Q12140419,Печорний Петро Петрович,1932-09-02T00:00:00Z,,Ukrainian painter
Q12015608,Ferenc Szemán,1937-03-27T00:00:00Z,2004-01-01T00:00:00Z,Ukrainian painter (1937-2004)
Q16724222,Yarova Valentina Borisivna,1963-07-15T00:00:00Z,,Ukrainian painter
Q16719116,Oleksandr Petrovych Tarasenko,1918-05-27T00:00:00Z,1994-12-14T00:00:00Z,Ukrainian painter
Q16702465,Контратович Ернест Рудольфович,1912-05-17T00:00:00Z,2009-12-23T00:00:00Z,Ukrainian painter
Q16709899,Oleg Kharch,1963-06-08T00:00:00Z,,Ukrainian visual and sound artist
Q16723486,Чорнощоков Анатолій Євгенович,1949-01-14T00:00:00Z,2021-08-22T00:00:00Z,Ukrainian painter
Q16711511,Петрук Роман Прокопович,1940-10-17T00:00:00Z,,Ukrainian painter
Q16697906,Dmytro Stetsko,1943-11-08T00:00:00Z,2017-01-06T00:00:00Z,Ukrainian painter
Q16701457,Кириленко Михайло Григорович,1949-01-09T00:00:00Z,,Ukrainian painter
Q12141961,Mykhailo Polunin,1923-11-13T00:00:00Z,2010-03-23T00:00:00Z,painter (1923-2010)
Q16702017,Козяр Валентина Олексіївна,1962-02-27T00:00:00Z,,Ukrainian painter
Q15065066,Zinaïda Volkovynsʹka,1915-10-23T00:00:00Z,2010-05-04T00:00:00Z,Ukrainian painter
Q12128951,Mykhailo Dzyndra,1921-11-08T00:00:00Z,2006-09-08T00:00:00Z,painter (1921-2006)
Q12115987,Viktoriya Kurnosenko,1939-03-17T00:00:00Z,,Soviet and Ukrainian make-up artist of the Odesa film studio
Q15210159,Zoja Aleksandrovna Odaynik-Samoylenko,1924-12-31T00:00:00Z,2002-09-02T00:00:00Z,Soviet painter (1924-2002)
Q16718109,Стешин Юрій Тимофійович,1938-05-01T00:00:00Z,1993-08-19T00:00:00Z,Ukrainian painter
Q12154273,Соколенко Василь Іванович,1922-01-17T00:00:00Z,2018-04-26T00:00:00Z,painter (1922-2018)
Q12153105,Скакандій Василь Юлійович,1941-03-04T00:00:00Z,2020-02-06T00:00:00Z,Soviet painter
Q16168951,Viktor Volkov,1941-09-14T00:00:00Z,2004-09-18T00:00:00Z,українстький художник
Q16721156,Ramzan Useinov,1949-07-02T00:00:00Z,,Ukrainian painter
Q12130906,Oleksandr Mukhin,1944-07-25T00:00:00Z,2025-08-05T00:00:00Z,"Soviet and Ukrainian camera operator, cinematographer, painter"
Q16168983,Волненко Олександр Анатолійович,1941-03-23T00:00:00Z,,Ukrainian painter
Q12093973,Ivan Haiduk,1923-05-01T00:00:00Z,2004-01-01T00:00:00Z,Ukrainian painter (1923-2004)
Q12150529,Сандула Валерій Миколайович,1949-11-20T00:00:00Z,,Ukrainian painter
Q12080936,Баранник Сергій Олексійович,1952-11-21T00:00:00Z,,Ukrainian painter
Q12093950,Гайдамака Анатолій Васильович,1939-06-09T00:00:00Z,2023-10-27T00:00:00Z,Ukrainian painter
Q16168528,Віцько Іван Михайлович,1930-06-16T00:00:00Z,2011-02-17T00:00:00Z,Ukrainian painter
Q12115539,Kuzmenko Oleksiy,1949-11-01T00:00:00Z,2023-10-20T00:00:00Z,Soviet-Ukrainian graphic artist
Q12173884,Ярешко Сергій Павлович,1960-05-20T00:00:00Z,,Ukrainian painter
Q12173242,Olha Yablonska,1921-04-23T00:00:00Z,1997-05-19T00:00:00Z,"Soviet and Ukrainian illustrator, painter, costume designer (1921-1997)"
Q12174120,Yuliy Yatchenko,1928-07-12T00:00:00Z,2020-03-22T00:00:00Z,Ukrainian painter
Q12365092,Yaryna Ilo,1955-03-06T00:00:00Z,,Estonian-Ukrainian artist (born 1955)
Q12130793,Mykola Antonovych Muravskyi,1955-12-19T00:00:00Z,2024-05-17T00:00:00Z,Ukrainian painter
Q12169917,Черніков Володимир Михайлович,1918-01-15T00:00:00Z,1992-03-17T00:00:00Z,painter (1918-1992)
Q16701830,Viktor Karpovych Kovalenko,1930-05-29T00:00:00Z,,Ukrainian painter
Q12163529,Yevhen Udin,1937-04-11T00:00:00Z,,Ukrainian painter
Q12073744,Serhii Ivanov,1957-09-10T00:00:00Z,,Ukrainian painter
Q12142316,Iryna Popenko,1953-02-14T00:00:00Z,,Ukrainian artist
Q14770921,Oksana Shachko,1987-01-31T00:00:00Z,2018-07-23T00:00:00Z,Ukrainian artist and activist (1987–2018)
Q12145785,Піаніда Борис Микитович,1920-05-30T00:00:00Z,1993-03-08T00:00:00Z,painter (1920-1993)
Q15066069,Oleksandr Dubovyk,1931-08-01T00:00:00Z,,Ukrainian painter
Q16698170,Домнич Анатолій Трохимович,1924-06-11T00:00:00Z,2007-02-18T00:00:00Z,"український графік, живописець, художник монументально-декоративного та ужиткового мистецтв"
Q12144817,Georgi Prokopets,1922-01-02T00:00:00Z,2001-05-12T00:00:00Z,Soviet and Ukrainian painter (1922—2001)
Q12144347,Artemii Prysiazhniuk,1947-09-14T00:00:00Z,2017-02-12T00:00:00Z,Ukrainian painter (1947-2017)
Q20066969,Дух Ірина Артемівна,1961-03-11T00:00:00Z,,Ukrainian artist
Q12116568,Eduard Kyrych,1942-06-02T00:00:00Z,,"Soviet and Ukrainian artist, screenwriter"
Q12139066,Пасивенко Володимир Іванович,1939-08-08T00:00:00Z,,Ukrainian painter
Q19760238,Hanna Osadko,1978-06-04T00:00:00Z,,Ukrainian author
Q12135673,Олексієнко Олена Олексіївна,1969-11-17T00:00:00Z,,Ukrainian painter
Q12081033,Vira Barynova-Kuleba,1938-12-01T00:00:00Z,,Ukrainian painter
Q20918893,Igor Dichenko,1946-12-19T00:00:00Z,2015-05-24T00:00:00Z,Ukrainian artist (1946-2015)
Q17438470,Leonid Ivanov,1944-11-30T00:00:00Z,2014-07-16T00:00:00Z,Ukrainian poet
Q20066167,Roman Vasylyk,1947-10-08T00:00:00Z,,Ukrainian painter
Q20436245,László Puskás,1941-02-22T00:00:00Z,2023-11-24T00:00:00Z,Soviet painter
Q28722024,Benkő György,1947-10-31T00:00:00Z,2020-12-01T00:00:00Z,Ukrainian painter (1947–2020)
Q20436245,László Puskás,1941-01-01T00:00:00Z,2023-11-24T00:00:00Z,Soviet painter
Q15085960,"Прокопенко, Николай Николаевич",1945-08-17T00:00:00Z,,Ukrainian painter
Q20068998,Tetiana Pavlyk,1965-05-24T00:00:00Z,,Ukrainian artist
Q20801749,Anton Hryb,1938-11-07T00:00:00Z,,Ukrainian writer
Q23659625,Mikola Antonovich Maksimenko,1924-12-31T00:00:00Z,2016-09-11T00:00:00Z,Ukrainian painter
Q23659493,Olha Pilyuhina,1982-10-07T00:00:00Z,,Ukrainian tapestry artist
Q22138022,Bohdana Durda,1940-05-24T00:00:00Z,,"Ukrainian artist, writer, poet and songwriter"
Q16697078,Губарев Олександр Іванович,1926-09-01T00:00:00Z,2021-01-01T00:00:00Z,Ukrainian painter
Q57301534,Svitlana Reinish,1987-09-18T00:00:00Z,,"Ukrainian digital artist, VJ"
Q16591477,Семенюк Олександр,1957-01-01T00:00:00Z,2013-08-12T00:00:00Z,Ukrainian painter
Q25693059,Oksana Tanasiv,1976-11-03T00:00:00Z,,Ukrainian painter
Q21600341,Hanna Samarska,1941-12-01T00:00:00Z,,Ukrainian painter
Q25439219,Пузік Валерій Борисович,1987-06-23T00:00:00Z,,Ukrainian painter
Q19614515,"Головатый, Степан Степанович",1935-07-25T00:00:00Z,,Soviet painter
Q24025837,Mykola Melnyk,1938-05-04T00:00:00Z,,Ukrainian painter
Q23012304,Leonid Moguchev,1925-04-24T00:00:00Z,2014-05-08T00:00:00Z,Ukrainian painter
Q23303661,Viktor Fedorovych Hryhorov,1939-06-08T00:00:00Z,2002-12-19T00:00:00Z,Ukrainian painter
Q20067828,Кравчик Петро Якович,1947-10-27T00:00:00Z,1997-08-05T00:00:00Z,
Q28701629,"Zabudskyĭ, Yhorʹ",1960-06-08T00:00:00Z,2021-05-03T00:00:00Z,Ukrainian painter
Q19614563,Volodymyr Horodysky,1948-12-23T00:00:00Z,2015-10-01T00:00:00Z,Ukrainian painter
Q18019625,Ivan Ivanovich Ilko,1938-03-04T00:00:00Z,,Ukrainian painter
Q20069072,Панько Микола Леонідович,1951-08-06T00:00:00Z,,Ukrainian painter
Q17306404,Protcheva Tetiana,1962-01-01T00:00:00Z,,Ukrainian artist
Q20069438,Пшеничний Юрій Володимирович,1964-08-30T00:00:00Z,,Ukrainian painter
Q17372132,Semernya,1936-08-02T00:00:00Z,2012-07-06T00:00:00Z,Ukrainian artist (1936-2012)
Q23658894,Волик Павло Іванович,1941-03-21T00:00:00Z,2018-07-28T00:00:00Z,Ukrainian painter
Q20822535,Dmytro Muliarchuk,1965-02-12T00:00:00Z,,Ukrainian painter
Q19918065,"Степанов, Алексей Николаевич",1976-11-25T00:00:00Z,,Ukrainian painter
Q12121104,Vitold Manastyrskyi,1915-01-11T00:00:00Z,1992-06-23T00:00:00Z,Ukrainian painter and pedagogue (1915-1992)
Q23659208,Yurii Patsan,1963-12-11T00:00:00Z,,Ukrainian artist
Q20067679,Olga Vladimirovna Kolomiets,1964-01-01T00:00:00Z,,Ukrainian painter
Q17371654,Inna Bychenkova,1941-06-05T00:00:00Z,2023-01-16T00:00:00Z,Soviet and Ukrainian theater and film scenographer
Q21091719,Yurii Yehorov,1926-01-27T00:00:00Z,2008-10-12T00:00:00Z,Ukrainian painter
Q22918569,"Гальперин, Юлий Аркадьевич",1928-03-12T00:00:00Z,2015-05-27T00:00:00Z,Ukrainian painter
Q20070779,Mykola Shatkivskyi,1971-05-18T00:00:00Z,,Ukrainian artist
Q20070436,Borys Fedorenko,1946-02-23T00:00:00Z,2012-01-29T00:00:00Z,Ukrainian painter
Q28703417,Падун Володимир Макарович,1942-06-25T00:00:00Z,2016-09-21T00:00:00Z,Ukrainian painter
Q22269524,Oleksandr Miroshnikov,1962-08-06T00:00:00Z,,Ukrainian painter
Q16640956,Ihor Husiev,1970-11-13T00:00:00Z,,Ukrainian painter
Q22137856,Boris Rapoport,1922-10-27T00:00:00Z,2006-02-14T00:00:00Z,Ukrainian painter
Q16669844,Anatolevitsj Lazarenko Oleg,1961-11-24T00:00:00Z,,Soviet painter
Q16273305,Barskyi Vilen,1920-10-27T00:00:00Z,2012-12-24T00:00:00Z,German artist
Q12121083,Anatoly Mamontov,1935-12-05T00:00:00Z,,"Soviet and Ukrainian painter, production designer (b. 1935)"
Q22919230,Alla Tsybikova,1951-02-11T00:00:00Z,1998-05-25T00:00:00Z,Ukrainian painter
Q20068319,Mykola Malyshko,1938-02-15T00:00:00Z,,Ukrainian sculptor and artist (born 1938)
Q20897624,Stanislav Kovalchuk,1942-03-28T00:00:00Z,,Ukrainian painter
Q28372424,Akhra Adzhyndzhal,1962-11-17T00:00:00Z,,Ukrainian painter
Q20068559,Добрянський Мирослав Васильович,1954-11-11T00:00:00Z,,Ukrainian painter
Q24039155,Iryna Matsko,1978-05-21T00:00:00Z,,Ukrainian writer
Q17371618,Viktoriya Alyoshyna-Kostyukova,1947-05-01T00:00:00Z,,Ukrainian singer
Q20066053,Pavlo Bredjuk,1936-11-27T00:00:00Z,,Ukrainian painter
Q17372435,Florian Yuriev,1929-08-11T00:00:00Z,2021-09-11T00:00:00Z,Ukrainian painter
Q20067129,Задорожна Людмила Іванівна,1942-05-14T00:00:00Z,2022-06-02T00:00:00Z,Ukrainian painter
Q20069228,Побожій Сергій Іванович,1954-09-19T00:00:00Z,,Ukrainian painter
Q23096101,Volodymyr Kazarian,1959-03-05T00:00:00Z,,Ukrainian painter
Q20065913,Svitlana Biletska,1963-01-26T00:00:00Z,,Ukrainian painter
Q28703853,Mykola Rybenchuk,1975-05-17T00:00:00Z,,Ukrainian painter
Q17371682,Nina Vasylenko,1906-12-06T00:00:00Z,1999-04-26T00:00:00Z,Ukrainian Soviet animator and film director (1906–1999)
Q20065834,Emma Beglyarova,1950-06-30T00:00:00Z,,"Soviet and Ukrainian painter, costume designer, production designer"
Q23682344,Daria Dorosh,1943-01-01T00:00:00Z,,"Ukrainian-born artist, educator and activist based in New York City (b. 1943)"
Q20065812,Басанець Валерій Лукич,1941-01-11T00:00:00Z,,Ukrainian painter
Q15071899,Малинка Віктор Олександрович,1935-08-17T00:00:00Z,,Ukrainian painter (born 1935)
Q21664074,"Мальцев, Петр Николаевич",1926-02-23T00:00:00Z,2010-08-28T00:00:00Z,Ukrainian painter
Q16334644,Volodymyr Yakubovskyi,1960-10-23T00:00:00Z,,Ukrainian painter
Q28366286,Rosa Rosenberg,1921-01-08T00:00:00Z,1981-04-23T00:00:00Z,Mexican artist (1921–1981)
Q12120382,Mykola Mazur,1948-01-02T00:00:00Z,2015-10-10T00:00:00Z,painter (1948-2015)
Q20066785,Volodymyr Denshchykov,1952-07-01T00:00:00Z,2022-04-21T00:00:00Z,Ukrainian actor and artist
Q17371922,Vitalii Lytvyn,1927-11-08T00:00:00Z,2009-06-12T00:00:00Z,Ukrainian painter (1927-2009)
Q20066218,Nina Verbuk,1949-06-10T00:00:00Z,2025-07-12T00:00:00Z,Ukrainian artist
Q16666377,Costury Leontiy Costura,1947-06-16T00:00:00Z,,Ukrainian painter
Q21096500,Vyacheslav Danilov,1938-06-02T00:00:00Z,,Ukrainian painter
Q21683376,Бєльський Михайло Гаврилович,1922-11-21T00:00:00Z,1994-05-20T00:00:00Z,
Q28381318,Oleh Stukalov,1940-06-21T00:00:00Z,2021-12-21T00:00:00Z,Ukrainian architect
Q16517617,József Balogh,1944-01-01T00:00:00Z,,Hungarian painter and restorer (b. 1944)
Q20065972,Pavlo Bohomolov,1944-11-30T00:00:00Z,,Ukrainian sculptor
Q20065834,Emma Beglyarova,1945-06-30T00:00:00Z,,"Soviet and Ukrainian painter, costume designer, production designer"
Q12121358,Viktor Marinyuk,1939-04-10T00:00:00Z,2025-11-06T00:00:00Z,Ukrainian artist
Q16677209,Mohylevskyi Kostiantyn Viktorovych,1953-05-22T00:00:00Z,2020-04-20T00:00:00Z,Ukrainian painter
Q12120636,Максимова Наталя Петрівна,1952-06-02T00:00:00Z,,Ukrainian painter
Q21096848,Друганов Олександр Павлович,1961-04-02T00:00:00Z,,Ukrainian painter
Q22137806,Писанко Микола Миколайович,1910-01-21T00:00:00Z,1996-03-07T00:00:00Z,Ukrainian painter
Q16693640,Білик-Пошивайло Анастасія Савівна,1930-08-22T00:00:00Z,2010-01-01T00:00:00Z,Ukrainian painter
Q25438943,Yevhen Kavka,1949-09-12T00:00:00Z,,Ukrainian painter
Q17371671,Ivan Bratko,1968-08-05T00:00:00Z,,"Ukrainian sculptor, painter, artist"
Q19910465,Olena Lisnycha,1957-03-07T00:00:00Z,,Ukrainian painter
Q18085416,Kostiantyn Kozlovskyi,1947-11-11T00:00:00Z,2001-01-04T00:00:00Z,советский и украинский скульптор и художник
Q20068648,Мордовець Андрій Микитович,1918-08-26T00:00:00Z,2006-12-13T00:00:00Z,Ukrainian painter
Q28500900,Шарій Анатолій Іванович,1936-11-21T00:00:00Z,,Ukrainian painter
Q17371646,Белянський Олександр Миколайович,1950-05-31T00:00:00Z,,Ukrainian painter
Q19618260,Andrii Kovalenko,1976-04-20T00:00:00Z,,Ukrainian painter
Q21094760,Alexander Ivanovich Gumenchuk,1952-01-20T00:00:00Z,,Ukrainian painter
Q16273305,Barskyi Vilen,1930-10-27T00:00:00Z,2012-12-24T00:00:00Z,German artist
