artist_id,name,birth_date,death_date,description
Q108121950,Гарані Йосип Йосипович,1921-03-16T00:00:00Z,2009-01-01T00:00:00Z,Ukrainian painter
Q109337582,Жеребцов Юрій Олександрович,1947-09-07T00:00:00Z,2019-03-18T00:00:00Z,
Q97175246,Сергєєв Валентин Дмитрович,1936-07-10T00:00:00Z,2022-11-26T00:00:00Z,український художник і педагог
Q94534648,Anatoliĭ Ponomarenko,1922-02-02T00:00:00Z,2006-01-01T00:00:00Z,"Ukrainian painter, graphic artist, theater and film artist"
Q86000131,Kharuk brothers,1960-01-30T00:00:00Z,,
Q105660704,Янін Анатолій Олександрович,1929-01-01T00:00:00Z,2001-01-01T00:00:00Z,Ukrainian painter
Q104203560,Mykola Benkovsky,1948-05-06T00:00:00Z,,Ukrainian painter
Q85993503,Колесников Дмитро Володимирович,1986-10-09T00:00:00Z,,Ukrainian painter
Q108692672,"Луцык, Николай Александрович",1912-09-15T00:00:00Z,1998-12-09T00:00:00Z,Ukrainian painter
Q94649390,Ksenii︠a︡ Kolotylo,1916-04-05T00:00:00Z,2007-01-01T00:00:00Z,
Q94649390,Ksenii︠a︡ Kolotylo,1916-04-05T00:00:00Z,2007-01-19T00:00:00Z,
Q98491771,Anatolii Ivanovych Sukhorukykh,1935-12-20T00:00:00Z,2015-08-21T00:00:00Z,советский и украинский художник
Q109337508,Mikhail Borimchuk,1926-11-20T00:00:00Z,2013-01-01T00:00:00Z,Soviet and Ukrainian painter
Q64496026,"Куновский, Борис Павлович",1927-06-10T00:00:00Z,2002-03-01T00:00:00Z,"советский и украинский художник-график, гравёр, мастер экслибриса"
Q105887915,Roksolana Kosiv,1973-07-23T00:00:00Z,,"Ukrainian art critic, curator, and painter"
Q83699539,Павлова Неллі Миколаївна,1952-01-05T00:00:00Z,,Ukrainian painter
Q85991529,Джураєва Олеся Тимурівна,1982-08-16T00:00:00Z,,Ukrainian graphic artist
Q108917798,Карвасарний Володимир Іванович,1949-03-08T00:00:00Z,,Ukrainian painter
Q109337546,Драчук Василь Васильович,1933-11-09T00:00:00Z,,
Q87679139,Балабін Альберт Григорович,1934-11-19T00:00:00Z,2004-06-20T00:00:00Z,український радянський художник декоративного скла (1934–2004)
Q89190498,Andrii Andreykanich,1966-08-09T00:00:00Z,2022-12-13T00:00:00Z,Ukrainian painter
Q109174596,"Декан, Евгений Филиппович",1932-04-28T00:00:00Z,1992-03-28T00:00:00Z,Ukrainian painter
Q65130283,Юрченко Сергій Анатолійович,1957-08-01T00:00:00Z,,советский и украинский художник
Q97160650,Alexander Stovbur,1943-05-15T00:00:00Z,2019-06-04T00:00:00Z,Ukrainian artist (1943–2019)
Q65031779,Горбенко Олексій Архипович,1919-04-11T00:00:00Z,2010-01-17T00:00:00Z,український живописець
Q108771671,Victor Borkuta,1955-02-11T00:00:00Z,,Ukrainian painter
Q108898115,Avtandil Gigauri,1962-02-10T00:00:00Z,,Ukrainian painter
Q96201838,Oleksandr Chevtchenko,1926-08-23T00:00:00Z,2010-12-01T00:00:00Z,український художник і педагог
Q102252171,Сенкевич Серафима Федорівна,1941-05-01T00:00:00Z,2021-10-31T00:00:00Z,Ukrainian painter
Q105530880,Viktor Fokiiovych Shevchenko,1924-09-27T00:00:00Z,1998-01-01T00:00:00Z,Ukrainian painter
Q73803084,Yuriy Barannik,1954-11-18T00:00:00Z,2019-11-06T00:00:00Z,"Ukrainian artist, gallerist, urbanist"
Q98414290,Greiser Pavel Pavlovich,1942-02-16T00:00:00Z,2024-02-26T00:00:00Z,"художник и педагог, Народный художник Украины"
Q56361222,Вітковський Лев Іванович,1931-08-26T00:00:00Z,2008-04-23T00:00:00Z,український художник
Q109082163,Коваленко Леонід Вікторович,1946-06-11T00:00:00Z,,Ukrainian painter
Q63343496,Циснецький Олександр Антонович,1937-10-25T00:00:00Z,2007-01-01T00:00:00Z,Ukrainian painter
Q87451988,Sofiya Ostapniva Homenyuk-Melnyk,1921-09-17T00:00:00Z,2001-01-21T00:00:00Z,Ukrainian painter
Q108192954,Митрик Марія Іванівна,1952-05-01T00:00:00Z,,Ukrainian painter
Q94503274,Volodymyr Budnikov,1947-06-04T00:00:00Z,,
Q109116334,Ivan Mykhailovych Kohut,1947-09-27T00:00:00Z,,Ukrainian painter
Q108871714,Скрябін Петро Дмитрович,1923-07-05T00:00:00Z,2008-01-01T00:00:00Z,Ukrainian painter
Q56224850,Eduard Gudzenko,1938-04-27T00:00:00Z,2006-08-29T00:00:00Z,Ukrainian expressionist artist (1938-2006)
Q108181720,Митрик Михайло Іванович,1933-10-24T00:00:00Z,1999-03-13T00:00:00Z,Ukrainian painter
Q103902867,Віктор Глеба,1968-11-23T00:00:00Z,,Ukrainian architect
Q104831888,Микола Олексійович Кублик,1948-01-18T00:00:00Z,1995-06-28T00:00:00Z,Ukrainian painter
Q97704824,Лядовський Микола Мусійович,1923-06-11T00:00:00Z,2001-11-24T00:00:00Z,"Ukrainian painter , graphic artist"
Q108939476,Марчук Володимир Миколайович,1949-01-23T00:00:00Z,,Ukrainian painter
Q74446240,Сенькін Віталій Андрійович,1956-10-17T00:00:00Z,,Ukrainian painter
Q105523297,Соколенко Григорій Олександрович,1928-04-17T00:00:00Z,2016-01-01T00:00:00Z,Ukrainian painter
Q105836305,Голояд Богдан Маркович,1967-05-06T00:00:00Z,,Ukrainian painter
Q96148464,Ковач Павло Павлович,1959-06-09T00:00:00Z,,Ukrainian painter
Q99659301,Kostiantyn Mykhailovych Cherniavskyi,1920-05-30T00:00:00Z,2008-10-02T00:00:00Z,Ukrainian painter (1920-2008)
Q108909013,Q108909013,1911-01-01T00:00:00Z,1992-01-01T00:00:00Z,Ukrainian painter
Q114775067,Лобанов Юрій Миколайович,1938-06-30T00:00:00Z,2005-09-21T00:00:00Z,український художник
Q111693579,Yuriy Vasyliovych Muravyov,1934-01-23T00:00:00Z,2000-05-05T00:00:00Z,Ukrainian painter
Q111893506,Крилова Ольга Іллівна,1920-05-25T00:00:00Z,2003-01-01T00:00:00Z,Ukrainian painter
Q109337115,Васильєв Олег Борисович,1918-09-19T00:00:00Z,2014-01-01T00:00:00Z,Ukrainian painter
Q111326399,Karl Alfredovych Tanpeter,1926-07-24T00:00:00Z,2008-01-01T00:00:00Z,Ukrainian painter
Q106860033,Галаганов Іван Олексійович,1915-06-17T00:00:00Z,2009-01-01T00:00:00Z,Ukrainian painter
Q109337395,Liudmyla Pokusinska,1975-01-01T00:00:00Z,,Ukrainian painter
Q114834489,Карась Валерій Юрійович,1939-03-15T00:00:00Z,2017-02-15T00:00:00Z,український художник монументально-декоративного мистецтва
Q109265736,Бакаєв Сергій Іванович,1922-04-07T00:00:00Z,2010-11-26T00:00:00Z,Ukrainian painter (1922–2010)
Q109337092,Жабинський Леонід Андрійович,1928-06-11T00:00:00Z,2002-01-31T00:00:00Z,Ukrainian painter (1928–2002)
Q109337097,Бондаренко Семен Костянтинович,1930-06-11T00:00:00Z,1995-10-21T00:00:00Z,Ukrainian painter
Q106766397,Halyna Zorya,1915-09-14T00:00:00Z,2002-01-15T00:00:00Z,Ukrainian painter
Q106763111,Махотін Владислав Альбертович,1962-05-23T00:00:00Z,,Ukrainian painter
Q111908882,Hryhorii Hryhorovych Mishchenko,1940-04-15T00:00:00Z,2019-10-30T00:00:00Z,Ukrainian painter
Q109300561,Коваль Іван Дмитрович,1946-02-09T00:00:00Z,2000-02-05T00:00:00Z,Ukrainian painter
Q111700415,Кирилов Сергій Валерійович,1968-03-30T00:00:00Z,,Ukrainian painter
Q110211130,Бондаренко Ніна Петрівна,1941-03-27T00:00:00Z,,Ukrainian painter
Q107369813,Паук Наталія Петрівна,1939-02-05T00:00:00Z,2006-01-01T00:00:00Z,Ukrainian painter
Q111838418,Заруба Ірина Костянтинівна,1955-12-24T00:00:00Z,,Ukrainian painter
Q111823802,Halyna Hryhoryeva,1933-04-27T00:00:00Z,,Soviet and Ukrainian artist
Q111898979,Ivan Onysymovych Kulik,1923-04-30T00:00:00Z,1995-04-07T00:00:00Z,Ukrainian painter
Q114797743,Лобанов Анатолій Володимирович,1958-05-15T00:00:00Z,,український художник
Q115037390,Колесник Володимир Володимирович,1959-01-01T00:00:00Z,,"український живописець, реставратор"
Q111361209,Stepan Yosypovych Riepin,1921-08-15T00:00:00Z,,Ukrainian painter
Q111904877,Borys Kolesnyk,1927-05-16T00:00:00Z,1992-08-20T00:00:00Z,Ukrainian painter
Q111364701,Oleksandr Vasylovych Viatkin,1922-01-31T00:00:00Z,2012-04-21T00:00:00Z,Ukrainian painter
Q107316320,Боєчко Петро Миколайович,1935-11-16T00:00:00Z,2010-10-12T00:00:00Z,Ukrainian painter
Q109337252,Нестеренко Микола Васильович,1926-07-22T00:00:00Z,2004-09-22T00:00:00Z,Ukrainian painter
Q111352683,Роботягов Микола Павлович,1924-08-30T00:00:00Z,2004-01-01T00:00:00Z,Ukrainian painter
Q114911631,Taras Lozynskyi,1959-03-28T00:00:00Z,2023-03-08T00:00:00Z,"Ukrainian painter, icon painter, collector (1959–2023)"
Q111664497,Oleksiy Ivanovych Bocharov,1931-12-23T00:00:00Z,2002-06-12T00:00:00Z,Ukrainian painter
Q106980687,Безверхнєв Федір Павлович,1918-10-13T00:00:00Z,2015-01-01T00:00:00Z,Ukrainian painter
Q111670735,Summany Makhmadaly Mamedov,1952-06-15T00:00:00Z,,Ukrainian painter
Q111802167,Vasily Yermolenko,1937-01-06T00:00:00Z,2015-05-31T00:00:00Z,Ukrainian painter
Q106775683,Коробов Володимир Андрійович,1924-04-29T00:00:00Z,2001-05-23T00:00:00Z,Ukrainian painter
Q114995950,Журавель Володимир Кузьмич,1930-02-06T00:00:00Z,,український живописець
Q109337257,Сороколєтов Гаврило Володимирович,1913-02-09T00:00:00Z,2001-01-01T00:00:00Z,Ukrainian painter
Q111700730,Ковальов Олег Борисович,1940-09-07T00:00:00Z,,Ukrainian painter
Q111670350,Лановий Вадим Борисович,1965-05-28T00:00:00Z,,Ukrainian painter
Q111281390,Artem Rogowoi,1988-01-01T00:00:00Z,,Ukrainian painter
Q109337372,Шевченко Василь Маркелович,1920-04-14T00:00:00Z,2003-12-31T00:00:00Z,Ukrainian painter
Q106805041,Кравченко Сергій Тимофійович,1914-07-04T00:00:00Z,2001-01-16T00:00:00Z,Ukrainian painter
Q114883472,Городнічева Галина Іванівна,1947-07-16T00:00:00Z,,українська художниця
Q109265477,Oleksandr Yevhenovych Maksymenko,1964-11-16T00:00:00Z,,Ukrainian painter (born 1964)
Q107086983,Vasyl Petrovskyi,1976-04-04T00:00:00Z,,"Ukrainian carver, designer, painter, sculptor"
Q114950770,Yurii Ivanovych Malyshevskyi,1933-07-14T00:00:00Z,1992-01-27T00:00:00Z,український художник
Q107338004,Dianova Anna,,,Ukrainian surrealist painter
Q111367770,Пащенко Валентин Романович,1933-10-25T00:00:00Z,,Ukrainian painter
Q107573954,Anatoli Strakhov,1946-10-28T00:00:00Z,,Ukrainian-Estonian painter
Q111671174,Маханьков Анатолій Іванович,1945-01-01T00:00:00Z,1995-07-09T00:00:00Z,Ukrainian painter
Q114967437,Малишевська Аліна Юріївна,1964-01-24T00:00:00Z,2008-09-16T00:00:00Z,українська художниця
Q109337079,Шкуринський Віктор Миколайович,1932-11-20T00:00:00Z,2012-04-27T00:00:00Z,
Q109337118,Illia Vasylchenko,1916-08-01T00:00:00Z,1992-02-29T00:00:00Z,Ukrainian painter
Q107588207,Бащенко Роза Дмитрівна,1929-02-05T00:00:00Z,2018-11-11T00:00:00Z,Ukrainian art historian
Q111362329,Прокопенко Олександра Степанівна,1937-05-10T00:00:00Z,,Ukrainian painter
Q98822184,Maryna Rybalko,1986-07-29T00:00:00Z,,Ukrainian painter and fashion designer
Q106781466,Водоп'янова Клавдія Пантелеймонівна,1915-05-28T00:00:00Z,2000-02-03T00:00:00Z,Ukrainian sculptor
Q107015372,Бистряков Віктор Петрович,1943-01-07T00:00:00Z,2021-11-25T00:00:00Z,Ukrainian painter
Q114967903,Малишевський Іван Юрійович,1967-02-25T00:00:00Z,2003-09-24T00:00:00Z,український художник
Q111848643,Митрохіна Галина Сергіївна,1929-09-06T00:00:00Z,2017-10-29T00:00:00Z,Ukrainian painter
Q107473380,"Грейсер, Людмила Мироновна",1940-04-22T00:00:00Z,,Ukrainian painter
Q111306734,Viktor Vikhtynskyi,1918-08-15T00:00:00Z,2003-01-11T00:00:00Z,Ukrainian painter
Q111995217,Грищенко Володимир Васильович,1955-04-23T00:00:00Z,,Ukrainian painter
Q115049037,Колесник Марина Володимирівна,1987-12-07T00:00:00Z,,Ukrainian painter
Q111829077,Maya Hryhorieva,1933-04-27T00:00:00Z,2004-11-06T00:00:00Z,Soviet Ukrainian artist
Q107356855,Anna Didenko,1980-07-10T00:00:00Z,,"Ukrainian artist, painter, symbolist, ceramist"
Q111836843,Natalia Ivanovna Zaruba,1915-06-27T00:00:00Z,2008-01-15T00:00:00Z,Ukrainian painter
Q114772341,Лобанов Володимир Миколайович,1931-01-22T00:00:00Z,,український художник
Q109337242,Кошовий Віктор Іванович,1924-07-19T00:00:00Z,2006-03-19T00:00:00Z,Ukrainian painter
Q114992438,Yevdokiia Usykova,1913-12-25T00:00:00Z,1996-01-01T00:00:00Z,Ukrainian painter
Q111333085,Rafael Osvaldovych Volynskyi,1923-11-11T00:00:00Z,1992-11-11T00:00:00Z,Ukrainian painter
Q111291431,Volodymyr Vasylovych Kuznetsov,1924-09-13T00:00:00Z,1998-12-23T00:00:00Z,Ukrainian painter
Q106804445,Aleshenkov Fyodor Ivanovich,1939-04-04T00:00:00Z,,Ukrainian sculptor
Q115048411,Василевська Олена Володимирівна,1956-01-16T00:00:00Z,,українська художниця
Q111313555,Титова Ольга Геннадіївна,1937-07-03T00:00:00Z,2017-01-01T00:00:00Z,Ukrainian painter
Q111242426,Volodymyr Fedorovych Herashchenko,1924-02-24T00:00:00Z,2002-03-30T00:00:00Z,Ukrainian painter
Q111825675,Григор'єв Іван Мар'янович,1969-05-07T00:00:00Z,,Ukrainian painter
Q111904212,Viktor Pohorelov,1954-04-19T00:00:00Z,2023-01-09T00:00:00Z,Ukrainian painter
Q111218923,Юр'єв Ігор Зотович,1951-03-26T00:00:00Z,,Ukrainian painter
Q111750633,Mykola Danchenko,1958-01-21T00:00:00Z,,Ukrainian painter
Q109337250,Hryhorii Antonovych Latunov,1918-10-09T00:00:00Z,2001-04-29T00:00:00Z,Ukrainian painter
Q110060924,Olha Zozylia,1983-07-15T00:00:00Z,,Ukrainian artist
Q106784192,Кохан Кузьма Федорович,1913-11-02T00:00:00Z,2007-05-24T00:00:00Z,Ukrainian painter
Q106831862,Присталенко Віктор Олександрович,1935-07-13T00:00:00Z,,Ukrainian painter
Q109276907,Лапін Володимир Васильович,1915-07-23T00:00:00Z,2000-05-13T00:00:00Z,Ukrainian painter
Q105984287,Животков Олег Олександрович,1933-01-06T00:00:00Z,,Ukrainian painter
Q112249093,Московка Таміла Олександрівна,1944-01-07T00:00:00Z,,Ukrainian painter
Q114096575,Pavlo Mykolaiovych Borysenko,1957-01-16T00:00:00Z,,український художник
Q106451569,Діброва Андрій Стефанович,1924-12-10T00:00:00Z,1994-04-01T00:00:00Z,Ukrainian painter
Q114067591,Барабаш Василь Кирилович,1938-03-08T00:00:00Z,,український художник
Q106123702,Орленко Леонід Михайлович,1925-05-02T00:00:00Z,1994-01-01T00:00:00Z,Ukrainian painter
Q111603114,Бондаренко Олександр Григорович,1949-12-10T00:00:00Z,,Ukrainian painter
Q109652864,Скорубський Павло Антонович,1924-03-13T00:00:00Z,2008-01-01T00:00:00Z,Ukrainian painter
Q109587202,Ламах Аліна Миколаївна,1925-11-19T00:00:00Z,2020-04-25T00:00:00Z,Ukrainian painter
Q109638126,Якубенко Ганна Єгорівна,1931-11-14T00:00:00Z,,Ukrainian painter
Q111530121,Кечеджі Олександр Гаврилович,1918-03-26T00:00:00Z,2006-01-20T00:00:00Z,Ukrainian painter
Q111635116,Юрик Віктор Сергійович,1946-11-21T00:00:00Z,2012-04-29T00:00:00Z,Ukrainian architect
Q111593563,Миски-Оглу Володимир Миколайович,1948-10-18T00:00:00Z,,Ukrainian painter
Q113873436,Volodymyr Volodymyrovych Kozlov,1951-01-24T00:00:00Z,,український художник
Q109912783,Савчин Петро Гаврилович,1923-03-29T00:00:00Z,2003-08-01T00:00:00Z,Ukrainian painter
Q111578003,Зарбі Володимир Ілліч,1940-04-04T00:00:00Z,2007-11-06T00:00:00Z,Ukrainian painter
Q109620160,Тюха Іван Андрійович,1920-01-02T00:00:00Z,2000-03-22T00:00:00Z,Ukrainian painter
Q109338104,Ольга Кваша,1976-11-18T00:00:00Z,,Ukrainian painter
Q112324336,Efim Vasil'evich Krikun,1924-01-07T00:00:00Z,2011-03-03T00:00:00Z,Ukrainian architect
Q111550319,Бондаренко Леонід Іванович,1929-03-23T00:00:00Z,2015-12-30T00:00:00Z,Ukrainian painter
Q114061257,Кучеренко Віктор Петрович,1937-10-04T00:00:00Z,1997-05-03T00:00:00Z,український живописець
Q106092276,Кожеков Олексій Васильович,1941-05-07T00:00:00Z,,Ukrainian painter
Q113960340,Heorhii Hnatovych Khadzhynov,1922-11-22T00:00:00Z,1996-07-18T00:00:00Z,український живописець
Q106429894,Gnoyovy Mykola Ivanovych,1915-04-22T00:00:00Z,1995-11-12T00:00:00Z,Ukrainian painter (1915–1995)
Q112281417,Oleksandr Rodin,1975-01-02T00:00:00Z,,"Ukrainian composer, pianist, painter"
Q109746314,Деркач Марія Іванівна,1930-04-14T00:00:00Z,1995-01-14T00:00:00Z,Ukrainian painter
Q106272787,Батурін Віктор Миколайович,1937-06-03T00:00:00Z,1993-11-16T00:00:00Z,Ukrainian painter
Q111548112,Антипов Михайло Васильович,1944-11-18T00:00:00Z,2015-01-01T00:00:00Z,Ukrainian painter
Q113900078,Ivan Kindratovych Hubskyi,1920-01-30T00:00:00Z,2009-03-10T00:00:00Z,український живописець і педагог
Q106404559,Mykola Popinov,1945-05-11T00:00:00Z,2005-09-14T00:00:00Z,Ukrainian painter
Q109780600,Nataliia Sobkovych,1968-05-18T00:00:00Z,,"Ukrainian artist, art critic"
Q109338262,Oleksandr Balakin,1957-07-26T00:00:00Z,2012-01-22T00:00:00Z,Ukrainian painter
Q114055248,Курінний Андрій Никифорович,1921-12-31T00:00:00Z,2001-08-29T00:00:00Z,український живописець
Q114054963,Serhii Pavlovych Hrechanyi,1949-12-12T00:00:00Z,2000-12-03T00:00:00Z,український художник
Q112329850,Коростельов Володимир Олександрович,1925-06-21T00:00:00Z,2001-07-21T00:00:00Z,Ukrainian painter
Q112264760,Іrina Babichenko,1972-02-04T00:00:00Z,,Ukrainian painter
Q112208371,Лобановський Борис Борисович,1926-09-27T00:00:00Z,2002-08-20T00:00:00Z,Ukrainian art historian
Q109338007,Dmytro Dulfan,1971-06-09T00:00:00Z,2024-05-16T00:00:00Z,Ukrainian contemporary artist
Q113960770,Mykola Pavlovych Nekliuienko,1929-10-02T00:00:00Z,2011-12-10T00:00:00Z,український живописець
Q112333083,Мальцев Микола Олександрович,1924-08-03T00:00:00Z,2010-12-23T00:00:00Z,Ukrainian painter
Q113986815,Kateryna Hryhorivna Domnenko,1958-05-07T00:00:00Z,,українська скульпторка
Q113992456,Viktor Ivanovych Lytvynov,1953-10-29T00:00:00Z,2006-02-23T00:00:00Z,український художник
Q111592125,Кальченко Анатолій Олександрович,1946-08-13T00:00:00Z,,Ukrainian painter
Q109637473,Viktor Davydovych Elbert,1927-12-11T00:00:00Z,2006-10-30T00:00:00Z,Ukrainian painter
Q106087903,Крип'якевич-Цегельська Олександра Артемівна,1944-05-27T00:00:00Z,,Ukrainian painter
Q114006506,Соколов Володимир Олександрович,1923-09-01T00:00:00Z,1997-01-01T00:00:00Z,український живописець і педагог
Q114135605,Serhii Stepanovych Buhorkov,1946-03-10T00:00:00Z,,український живописець
Q112229803,Мацеєвська Ядвіга Олександрівна,1916-04-17T00:00:00Z,1996-11-20T00:00:00Z,Ukrainian painter
Q111588744,Lyubov Panchenko,1938-02-02T00:00:00Z,2022-04-30T00:00:00Z,Ukrainian artist and fashion designer (1938–2022)
Q109656779,Денисенко Михайло Іванович,1917-12-16T00:00:00Z,2000-12-07T00:00:00Z,Ukrainian painter
Q109338681,Olga Sergeevna Kovtun,1983-02-07T00:00:00Z,,Ukrainian painter
Q112227567,Масаутов Рафаель Зейнурович,1934-12-21T00:00:00Z,,Ukrainian painter
Q113984716,Halyna Hryhorivna Domnenko,1953-06-07T00:00:00Z,,українська художниця
Q106372100,Vasyl Shevchenko,1920-01-01T00:00:00Z,2003-01-01T00:00:00Z,Ukrainian painter
Q109697427,Stepan Nechai,1941-11-11T00:00:00Z,2003-05-19T00:00:00Z,ukrainian painter
Q109608356,Yevhen Pavlovych Polonskyi,1923-02-03T00:00:00Z,1993-01-01T00:00:00Z,Ukrainian painter
Q114360946,Черниченко-Лампека Наталія Іванівна,1954-11-03T00:00:00Z,,українська майстриня декоративно-прикладного мистецтва і педагогиня
Q122384872,Алещенко Юлія Іванівна,1980-10-01T00:00:00Z,,українська художниця і педагогиня
Q112144713,Потапенко Олексій Григорович,1939-08-04T00:00:00Z,,Ukrainian painter
Q121770642,Гапонюк Клавдія Іванівна,1929-05-15T00:00:00Z,2012-11-09T00:00:00Z,українська художниця порцеляни
Q121721806,Liudmyla Ivanivna Furdyhailo,1923-01-01T00:00:00Z,,українська художниця кераміки і педагогиня
Q112114170,Наталушко Володимир Анатолійович,1971-08-02T00:00:00Z,,Ukrainian painter
Q112080441,Варакута Діана Григорівна,1949-03-20T00:00:00Z,,Ukrainian painter
Q113365659,Богуславський Олег Володимирович,1932-11-16T00:00:00Z,2004-10-01T00:00:00Z,Ukrainian painter
Q115599995,Степанов Микола Іванович,1937-10-13T00:00:00Z,2003-06-03T00:00:00Z,український скульптор
Q114615047,Oliinyk Oleksii Petrovych,1925-04-25T00:00:00Z,1993-10-24T00:00:00Z,український радянський художник
Q114394099,Нікітаєва Катерина Михайлівна,1950-12-03T00:00:00Z,,українська художниця декоративно-ужиткового мистецтва
Q112055009,Liudmyla Stepanivna Hanzha,1926-10-11T00:00:00Z,2005-01-02T00:00:00Z,Ukrainian painter
Q112118621,Tetiana Yakymivna Diedova,1959-07-09T00:00:00Z,,Ukrainian painter
Q112082401,Крюков Олексій Олексійович,1944-07-27T00:00:00Z,,Ukrainian painter
Q112083005,Крюк Олександр Олексійович,1977-12-10T00:00:00Z,,Ukrainian painter
Q115734967,Фомичов Микола Михайлович,1924-07-21T00:00:00Z,,український художник
Q122335281,Михайличенко Сергій Вікторович,1970-07-30T00:00:00Z,,Uzbek painter
Q122223510,Гопанчук Леонід Авакумович,1955-03-29T00:00:00Z,2013-09-05T00:00:00Z,"український живописець, портретист, заслужений художник України"
Q121913930,Журавель Оксана Михайлівна,1971-07-18T00:00:00Z,,українська художниця і педагогиня
Q115527421,Кириченко Віктор Миколайович,1963-12-28T00:00:00Z,,український художник і педагог
Q113456129,Балкінд Лев Володимирович,1937-03-31T00:00:00Z,,Ukrainian painter
Q112132238,Мироненко Петро Павлович,1946-07-13T00:00:00Z,,Ukrainian painter
Q122216653,Басанець Олександр Олександрович,1959-07-18T00:00:00Z,,український живописець і педагог
Q112134521,Павлов Євген Федорович,1941-10-09T00:00:00Z,2020-01-01T00:00:00Z,Ukrainian painter
Q114566647,Злидень Юрій Федорович,1925-05-15T00:00:00Z,2001-04-26T00:00:00Z,український живописець
Q122052609,Надєждін Андрій Михайлович,1963-06-19T00:00:00Z,2022-10-19T00:00:00Z,"український художник, мистецтвознавець і педагог"
Q114654603,Кисельова Нонна Миколаївна,1939-01-13T00:00:00Z,,українська художниця декоративної кераміки
Q114731341,Косткевич Олексій Олегович,1963-09-14T00:00:00Z,,український скульптор і живописець
Q113378567,Maryan Pyrozhok,1979-09-09T00:00:00Z,,Ukrainian musician and artist
Q114752602,Levkhanian Marietta Evgeniivna,1938-03-26T00:00:00Z,,"українська художниця декоративно-прикладного мистецтва, вірменського походження"
Q113454568,Вовк Сергій Олександрович,1958-08-11T00:00:00Z,,Ukrainian painter
Q114395128,Козлова Ярослава Павлівна,1927-12-05T00:00:00Z,,українська художниця порцеляни
Q113463348,Галькун Тетяна Дмитрівна,1947-01-26T00:00:00Z,2024-02-28T00:00:00Z,Ukrainian painter
Q121814665,Антончик Віктор Михайлович,1955-02-22T00:00:00Z,,український живописець
Q116808379,Nataliia Demediuk,1982-05-03T00:00:00Z,,
Q112119698,Заборовський Леонід Олександрович,1967-02-13T00:00:00Z,,Ukrainian painter
Q112131243,Матвейцев Володимир Євгенович,1963-04-15T00:00:00Z,,Ukrainian painter
Q113379610,Хохалєв Сергій Аполлонович,1916-05-05T00:00:00Z,1998-04-01T00:00:00Z,Ukrainian painter (1916–1998)
Q121717996,Valerii Oleksiiovych Bohach,1946-01-02T00:00:00Z,1996-06-09T00:00:00Z,український художник фарфору
Q122305912,Михайличенко Галина Олександрівна,1947-02-01T00:00:00Z,2011-02-22T00:00:00Z,українська художниця декоративно-ужиткового мистецтва
Q113449096,Кузнецова Тетяна Миколаївна,1915-09-20T00:00:00Z,2008-05-07T00:00:00Z,Ukrainian painter
Q114586111,Illia Yakovych Efroimson,1913-02-14T00:00:00Z,1992-01-06T00:00:00Z,український радянський художник
Q115551117,Крутенко Наталія Григорівна,1955-03-24T00:00:00Z,,"українська мистецтвознавиця, художниця декоративного мистецтва"
Q115586352,Губенко Віталій Платонович,1933-06-17T00:00:00Z,2018-01-20T00:00:00Z,український художник
Q113461372,Береговий Олександр Іванович,1923-12-05T00:00:00Z,1994-02-19T00:00:00Z,Ukrainian painter
Q114591531,Villi Leopoldovych Mokrozhytskyi,1928-10-02T00:00:00Z,2006-02-03T00:00:00Z,український живописець
Q122366783,Димшиць Едуард Олександрович,1960-05-04T00:00:00Z,,"український  мистецтвознавець, живописець і колекціонер"
Q114604700,Іванова Лариса Володимирівна,1926-12-23T00:00:00Z,,українська художниця
Q113455921,Меркульєва Марія Олександрівна,1904-07-25T00:00:00Z,1996-12-22T00:00:00Z,Ukrainian painter (1904–1996)
Q114404147,Землянських Ігор Іванович,1974-12-09T00:00:00Z,,
Q112189238,Oleksandr Artemovych Kryvonos,1930-01-04T00:00:00Z,,Ukrainian painter
Q122229462,Гавруш Оданія Михайлівна,1941-08-28T00:00:00Z,,українська художниця декоративного ткацтва
Q115590303,Adam Krvavych,1938-07-31T00:00:00Z,2021-01-01T00:00:00Z,український художник
Q115528618,Кириченко Микола Овксентійович,1925-05-22T00:00:00Z,2005-07-08T00:00:00Z,український художник і мистецтвознавець
Q121750328,Антонова Лариса Іллівна,1961-02-02T00:00:00Z,,українська художниця-керамістка
Q113379257,Голуб Степан Пилипович,1927-11-02T00:00:00Z,2006-05-15T00:00:00Z,Ukrainian painter
Q112127245,Rustam Mirzoev,1974-01-01T00:00:00Z,,Ukrainian painter
Q115566143,Vitalii Semenovych Kravchenko,1924-02-05T00:00:00Z,,український художник і педагог
Q114379825,Козак Микола Іванович,1947-10-29T00:00:00Z,,"український художник-фарфорист, дизайнер, краєзнавець"
Q112034623,Гузій Василь Андрійович,1914-08-08T00:00:00Z,2002-01-07T00:00:00Z,Ukrainian painter
Q113434555,Максимушкіна Віра Олександрівна,1923-06-07T00:00:00Z,2006-03-10T00:00:00Z,Ukrainian painter
Q112114293,Міщенко Феодосій Іванович,1938-09-13T00:00:00Z,,Ukrainian painter
Q114632066,Івковська Людмила Семенівна,1904-10-02T00:00:00Z,1998-05-25T00:00:00Z,українська художниця декоративної кераміки
Q114420759,Маркова Людмила Павлівна,1940-11-20T00:00:00Z,2010-11-03T00:00:00Z,українська керамістка
