museum.type,museum.value,coord.datatype,coord.type,coord.value,museumLabel.xml:lang,museumLabel.type,museumLabel.value,locationLabel.xml:lang,locationLabel.type,locationLabel.value
uri,http://www.wikidata.org/entity/Q12134093,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(33.355942497 46.758839693),uk,literal,Новокаховська картинна галерея імені А. С. Гавдзинського,en,literal,Kherson Oblast
uri,http://www.wikidata.org/entity/Q12130616,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(25.26915 50.83214),en,literal,Museum of History of Agriculture in Wolhynia,en,literal,Rokyni
uri,http://www.wikidata.org/entity/Q12135045,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(30.627330263 50.110817254),uk,literal,Обухівський районний історико-краєзнавчий музей,en,literal,Kyiv Oblast
uri,http://www.wikidata.org/entity/Q12132463,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(32.276682727 48.518606957),uk,literal,Народний меморіальний музей Юлія Мейтуса,en,literal,Kropyvnytskyi Raion
uri,http://www.wikidata.org/entity/Q12130604,,,,uk,literal,Музей історії м. Козятина,,,
uri,http://www.wikidata.org/entity/Q12132964,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(31.905970594 46.688756105),uk,literal,Національний історико-археологічний заповідник «Ольвія»,en,literal,Ochakiv Raion
uri,http://www.wikidata.org/entity/Q12130696,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.02012222 49.8368),uk,literal,Музично-меморіальний музей Соломії Крушельницької,en,literal,Lviv
uri,http://www.wikidata.org/entity/Q12134880,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(25.169831216 48.700331144),uk,literal,Обертинський історико-краєзнавчий музей,en,literal,Ivano-Frankivsk Oblast
uri,http://www.wikidata.org/entity/Q12137022,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(34.892816378 50.304648359),uk,literal,Охтирський міський краєзнавчий музей,en,literal,Sumy Oblast
uri,http://www.wikidata.org/entity/Q12130605,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(37.56388889 47.13055556),en,literal,Museum of the History of the Ilyich Plant,en,literal,Donetsk Oblast
uri,http://www.wikidata.org/entity/Q12130605,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(37.595602 47.139951),en,literal,Museum of the History of the Ilyich Plant,en,literal,Donetsk Oblast
uri,http://www.wikidata.org/entity/Q12134093,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(33.355942497 46.758839693),uk,literal,Новокаховська картинна галерея імені А. С. Гавдзинського,en,literal,Nova Kakhovka
uri,http://www.wikidata.org/entity/Q12130645,,,,uk,literal,"Музеї Києва, в яких зберігається державна частина Музейного фонду України",en,literal,Kyiv
uri,http://www.wikidata.org/entity/Q12130610,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.846076984 48.902215767),uk,literal,Музей історії міста Тисмениці імені Степана Гаврилюка,en,literal,Tysmenytsia
uri,http://www.wikidata.org/entity/Q12135633,,,,uk,literal,Олександрівський районний краєзнавчий музей,en,literal,Oleksandriia Raion
uri,http://www.wikidata.org/entity/Q12132463,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(32.276682727 48.518606957),uk,literal,Народний меморіальний музей Юлія Мейтуса,en,literal,Kropyvnytskyi
uri,http://www.wikidata.org/entity/Q12136803,,,,uk,literal,Острозький краєзнавчий музей,en,literal,Ostroh
uri,http://www.wikidata.org/entity/Q12136205,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(29.530534363 49.187664029),en,literal,Museum of Local History in Orativ,en,literal,Vinnytsia Oblast
uri,http://www.wikidata.org/entity/Q12136205,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(29.530534363 49.187664029),en,literal,Museum of Local History in Orativ,en,literal,Orativ
uri,http://www.wikidata.org/entity/Q12132466,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.910222 48.110205),en,literal,"Folk museum of Hutsul Theater, Krasnoillia",en,literal,Krasnoyillia
uri,http://www.wikidata.org/entity/Q12132911,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.730055606 49.123153992),en,literal,"National Reserve ""Ancient Halych""",en,literal,Halych
uri,http://www.wikidata.org/entity/Q12132911,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.730055606 49.123153992),en,literal,"National Reserve ""Ancient Halych""",en,literal,Ivano-Frankivsk Oblast
uri,http://www.wikidata.org/entity/Q12132467,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.706276 48.921158),uk,literal,Народний музей освіти Прикарпаття,en,literal,Ivano-Frankivsk Raion
uri,http://www.wikidata.org/entity/Q12132463,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(32.276682727 48.518606957),uk,literal,Народний меморіальний музей Юлія Мейтуса,en,literal,Kirovohrad Oblast
uri,http://www.wikidata.org/entity/Q12130593,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(30.5078765 50.4515675),en,literal,The Ukrainian Sixtiers Dissident Movement Museum,en,literal,Kyiv
uri,http://www.wikidata.org/entity/Q12130696,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.02012222 49.8368),uk,literal,Музично-меморіальний музей Соломії Крушельницької,en,literal,Lviv Oblast
uri,http://www.wikidata.org/entity/Q12130655,,,,uk,literal,Музеї Сімферополя,en,literal,Simferopol
uri,http://www.wikidata.org/entity/Q12135633,,,,uk,literal,Олександрівський районний краєзнавчий музей,en,literal,Oleksandrivka
uri,http://www.wikidata.org/entity/Q12130655,,,,uk,literal,Музеї Сімферополя,en,literal,Simferopol Raion
uri,http://www.wikidata.org/entity/Q12132913,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(33.490257966 44.612370488),en,literal,Херсонес Таврійський,en,literal,Sevastopol
uri,http://www.wikidata.org/entity/Q12134128,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(31.65083333 48.79083333),uk,literal,Новомиргородський районний краєзнавчий музей,en,literal,Novoukrainka Raion
uri,http://www.wikidata.org/entity/Q12130619,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(31.108995351 50.912622895),en,literal,Chernihiv Region Weaving History Museum,en,literal,Kozelets
uri,http://www.wikidata.org/entity/Q12130642,,,,uk,literal,Музеї Великої Феодосії,en,literal,Feodosiia
uri,http://www.wikidata.org/entity/Q12130606,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(36.780033152 46.757094911),uk,literal,Музей історії міста Бердянська,en,literal,Berdiansk Raion
uri,http://www.wikidata.org/entity/Q12135633,,,,uk,literal,Олександрівський районний краєзнавчий музей,en,literal,Kirovohrad Oblast
uri,http://www.wikidata.org/entity/Q12130597,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(31.26583333 49.41527778),en,literal,Battle of the Korsun–Cherkassy Pocket Museum,en,literal,Cherkasy Raion
uri,http://www.wikidata.org/entity/Q12136741,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(30.883882832 50.948252128),en,literal,Oster museum of local history,en,literal,Oster
uri,http://www.wikidata.org/entity/Q12130642,,,,uk,literal,Музеї Великої Феодосії,en,literal,Feodosiya City Council
uri,http://www.wikidata.org/entity/Q12136741,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(30.883882832 50.948252128),en,literal,Oster museum of local history,en,literal,Chernihiv Raion
uri,http://www.wikidata.org/entity/Q12134577,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(31.883857 51.04673),en,literal,Ivan Spaskyi Local History Museum in Nizhyn,en,literal,Nizhyn
uri,http://www.wikidata.org/entity/Q12130606,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(36.780033152 46.757094911),uk,literal,Музей історії міста Бердянська,en,literal,Berdiansk
uri,http://www.wikidata.org/entity/Q12130605,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(37.56388889 47.13055556),en,literal,Museum of the History of the Ilyich Plant,en,literal,Mariupol Raion
uri,http://www.wikidata.org/entity/Q12130605,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(37.595602 47.139951),en,literal,Museum of the History of the Ilyich Plant,en,literal,Mariupol Raion
uri,http://www.wikidata.org/entity/Q12130606,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(36.780033152 46.757094911),uk,literal,Музей історії міста Бердянська,en,literal,Zaporizhzhia Oblast
uri,http://www.wikidata.org/entity/Q12134880,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(25.169831216 48.700331144),uk,literal,Обертинський історико-краєзнавчий музей,en,literal,Ivano-Frankivsk Raion
uri,http://www.wikidata.org/entity/Q12130631,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.406680646 49.025480979),en,literal,Ivan Franko memorial museum in Kalush,en,literal,Kalush
uri,http://www.wikidata.org/entity/Q12133204,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(33.878259 50.835013),uk,literal,Недригайлівський краєзнавчий музей,en,literal,Romny Raion
uri,http://www.wikidata.org/entity/Q12130615,,,,uk,literal,Музей історії склозаводу та села Кутище,en,literal,Kutishche
uri,http://www.wikidata.org/entity/Q12134128,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(31.65083333 48.79083333),uk,literal,Новомиргородський районний краєзнавчий музей,en,literal,Kirovohrad Oblast
uri,http://www.wikidata.org/entity/Q12130597,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(31.26583333 49.41527778),en,literal,Battle of the Korsun–Cherkassy Pocket Museum,en,literal,Cherkasy Oblast
uri,http://www.wikidata.org/entity/Q12132911,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.730055606 49.123153992),en,literal,"National Reserve ""Ancient Halych""",en,literal,Ivano-Frankivsk Raion
uri,http://www.wikidata.org/entity/Q12136741,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(30.883882832 50.948252128),en,literal,Oster museum of local history,en,literal,Chernihiv Oblast
uri,http://www.wikidata.org/entity/Q12130642,,,,uk,literal,Музеї Великої Феодосії,en,literal,Autonomous Republic of Crimea
uri,http://www.wikidata.org/entity/Q12130655,,,,uk,literal,Музеї Сімферополя,en,literal,Autonomous Republic of Crimea
uri,http://www.wikidata.org/entity/Q12130597,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(31.26583333 49.41527778),en,literal,Battle of the Korsun–Cherkassy Pocket Museum,en,literal,Korsun-Shevchenkivskyi
uri,http://www.wikidata.org/entity/Q12135641,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(33.116700882 48.668424241),uk,literal,Олександрійський краєзнавчий музей імені Худякової Антоніни Федорівни,en,literal,Oleksandriia Raion
uri,http://www.wikidata.org/entity/Q12130696,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.02012222 49.8368),uk,literal,Музично-меморіальний музей Соломії Крушельницької,en,literal,Lviv Raion
uri,http://www.wikidata.org/entity/Q12130609,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(37.55555556 48.72083333),en,literal,History Museum of Kramatorsk,en,literal,Kramatorsk
uri,http://www.wikidata.org/entity/Q12133204,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(33.878259 50.835013),uk,literal,Недригайлівський краєзнавчий музей,en,literal,Sumy Oblast
uri,http://www.wikidata.org/entity/Q12130598,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(30.521832671 50.455654315),en,literal,Museum of History of St. Michael's Golden-Domed Monastery in Kyiv,en,literal,Kyiv
uri,http://www.wikidata.org/entity/Q12130600,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(37.096826493 46.915271886),uk,literal,Музей історії Урзуфа,en,literal,Donetsk Oblast
uri,http://www.wikidata.org/entity/Q12130600,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(37.096826493 46.915271886),uk,literal,Музей історії Урзуфа,en,literal,Urzuf
uri,http://www.wikidata.org/entity/Q12133204,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(33.878259 50.835013),uk,literal,Недригайлівський краєзнавчий музей,en,literal,Nedryhailiv
uri,http://www.wikidata.org/entity/Q12135642,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(33.116756 48.668371),en,literal,Oleksandriysʹkyy Krayeznavchyy Muzey Imeni Khudyakovoyi Antoniny Fedorivny,en,literal,Oleksandriia
uri,http://www.wikidata.org/entity/Q12130620,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(31.969239612 48.468905034),uk,literal,Музей історії українського хореографічного мистецтва,en,literal,Kropyvnytskyi Raion
uri,http://www.wikidata.org/entity/Q12135641,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(33.116700882 48.668424241),uk,literal,Олександрійський краєзнавчий музей імені Худякової Антоніни Федорівни,en,literal,Oleksandriia
uri,http://www.wikidata.org/entity/Q12130607,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(23.855641797 49.069190657),uk,literal,Музей історії міста Болехова імені Романа Скворія,en,literal,Kalush Raion
uri,http://www.wikidata.org/entity/Q12135641,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(33.116700882 48.668424241),uk,literal,Олександрійський краєзнавчий музей імені Худякової Антоніни Федорівни,en,literal,Kirovohrad Oblast
uri,http://www.wikidata.org/entity/Q12130617,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(39.300714 48.576316),en,literal,Museum of History and Culture of Luhansk,en,literal,Luhansk
uri,http://www.wikidata.org/entity/Q12130617,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(39.300714 48.576316),en,literal,Museum of History and Culture of Luhansk,en,literal,Luhansk Oblast
uri,http://www.wikidata.org/entity/Q12134128,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(31.65083333 48.79083333),uk,literal,Новомиргородський районний краєзнавчий музей,en,literal,Novomyrhorod
uri,http://www.wikidata.org/entity/Q12130620,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(31.969239612 48.468905034),uk,literal,Музей історії українського хореографічного мистецтва,en,literal,Mykolayivka
uri,http://www.wikidata.org/entity/Q12130607,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(23.855641797 49.069190657),uk,literal,Музей історії міста Болехова імені Романа Скворія,en,literal,Bolekhiv
uri,http://www.wikidata.org/entity/Q12130620,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(31.969239612 48.468905034),uk,literal,Музей історії українського хореографічного мистецтва,en,literal,Kirovohrad Oblast
uri,http://www.wikidata.org/entity/Q12130599,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(24.568768744 48.633701569),uk,literal,Музей історії Надвірнянщини,en,literal,Nadvirna Raion
uri,http://www.wikidata.org/entity/Q12130607,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(23.855641797 49.069190657),uk,literal,Музей історії міста Болехова імені Романа Скворія,en,literal,Ivano-Frankivsk Oblast
uri,http://www.wikidata.org/entity/Q12130616,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(25.26915 50.83214),en,literal,Museum of History of Agriculture in Wolhynia,en,literal,Lutsk Raion
uri,http://www.wikidata.org/entity/Q12130600,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(37.096826493 46.915271886),uk,literal,Музей історії Урзуфа,en,literal,Mariupol Raion
uri,http://www.wikidata.org/entity/Q12132925,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(25.03763889 48.52883333),en,literal,National Museum of Hutsulshchyna and Pokuttya Folk Art,en,literal,Kolomyia
uri,http://www.wikidata.org/entity/Q12130603,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(36.288337716 49.977653823),en,literal,Museum of Women's and Gender History,en,literal,Kharkiv
uri,http://www.wikidata.org/entity/Q12157211,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(39.33333333 48.58333333),uk,literal,Станично-Луганський краєзнавчий музей,en,literal,Stanytsia-Luhanska Raion
uri,http://www.wikidata.org/entity/Q12146454,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(28.879321317 48.212949031),en,literal,Pishchanka museum,en,literal,Pishchanka
uri,http://www.wikidata.org/entity/Q12162818,http://www.opengis.net/ont/geosparql#wktLiteral,literal,Point(28.860352009 48.6727012),uk,literal,Тульчинський краєзнавчий музей,en,literal,Tulchyn
